,get_sentiment,lower_upper_ratio,awl,unique_words_per_total_words,punctuation_frequency,n_grams,pos_tagger,k,mean rank,mean cosine similarity,accuracy
62,False,False,True,True,False,[2],False,5000,2.3125,0.9160565420541656,0.6875
63,False,False,True,True,True,[2],False,5000,2.3125,0.9160565420541656,0.6875
64,True,False,True,False,False,[2],False,all,2.375,0.9259579906202909,0.5
65,True,False,True,True,False,[2],False,all,2.375,0.9257928171419355,0.5
66,False,False,False,False,True,False,False,all,2.4375,0.882192902823688,0.625
67,False,False,False,False,True,False,False,5000,2.4375,0.882192902823688,0.625
68,False,False,False,True,True,False,False,all,2.4375,0.8820068473319054,0.625
69,False,False,False,True,True,False,False,5000,2.4375,0.8820068473319054,0.625
70,False,False,True,False,True,False,False,all,2.4375,0.8750814591852181,0.625
71,False,False,True,False,True,False,False,5000,2.4375,0.8750814591852181,0.625
72,False,False,True,True,True,False,False,all,2.4375,0.8749037979094086,0.625
73,False,False,True,True,True,False,False,5000,2.4375,0.8749037979094086,0.625
74,True,False,False,False,False,[2],False,all,2.5,0.9322949662733702,0.5
75,True,False,False,True,False,[2],False,all,2.5,0.9321237828308377,0.5
76,True,False,False,False,True,[2],False,all,2.5625,0.8906133625800643,0.5
77,True,False,False,True,True,[2],False,all,2.5625,0.8904796794836161,0.5
78,True,False,True,False,True,[2],False,all,2.5625,0.8854673259985463,0.5
79,True,False,True,True,True,[2],False,all,2.5625,0.8853379557233805,0.5
80,True,False,False,False,False,[3],False,all,2.625,0.9339956198590963,0.5
81,True,False,False,True,False,[3],False,all,2.625,0.9338225823052209,0.5
82,True,False,True,False,False,[3],False,all,2.625,0.9276060465417384,0.5
83,True,False,True,True,False,[3],False,all,2.625,0.9274391002482453,0.5
84,True,False,False,False,True,[3],False,all,2.625,0.8919792519572332,0.5
85,True,False,False,True,True,[3],False,all,2.625,0.8918442078008455,0.5
86,True,False,True,False,True,[3],False,all,2.625,0.8867944973150192,0.5
87,True,False,True,True,True,[3],False,all,2.625,0.8866638185855675,0.5
88,True,False,False,False,False,[2],False,3000,2.6875,0.9426309781805976,0.5
89,True,False,False,False,True,[2],False,3000,2.6875,0.9426309781805976,0.5
90,True,False,False,True,False,[2],False,3000,2.6875,0.9424535974579542,0.5
91,True,False,False,True,True,[2],False,3000,2.6875,0.9424535974579542,0.5
92,True,False,False,False,False,[2],False,5000,2.6875,0.9400679521662059,0.5
93,True,False,False,False,True,[2],False,5000,2.6875,0.9400679521662059,0.5
94,True,False,False,True,False,[2],False,5000,2.6875,0.9398921895751895,0.5
95,True,False,False,True,True,[2],False,5000,2.6875,0.9398921895751895,0.5
96,True,False,False,False,False,[3],False,3000,2.75,0.9428869838517311,0.5
97,True,False,False,False,True,[3],False,3000,2.75,0.9428869838517311,0.5
98,True,False,False,True,False,[3],False,3000,2.75,0.9427093617557396,0.5
99,True,False,False,True,True,[3],False,3000,2.75,0.9427093617557396,0.5
100,True,False,False,False,False,[3],False,5000,2.75,0.9415032935042131,0.5
101,True,False,False,False,True,[3],False,5000,2.75,0.9415032935042131,0.5
102,True,False,False,True,False,[3],False,5000,2.75,0.9413264556240915,0.5
103,True,False,False,True,True,[3],False,5000,2.75,0.9413264556240915,0.5
104,True,False,True,False,False,[3],False,3000,2.75,0.9363436210640863,0.5
105,True,False,True,False,True,[3],False,3000,2.75,0.9363436210640863,0.5
106,True,False,True,True,False,[3],False,3000,2.75,0.9361723195387106,0.5
107,True,False,True,True,True,[3],False,3000,2.75,0.9361723195387106,0.5
108,True,False,True,False,False,[2],False,3000,2.75,0.9360916861582212,0.5
109,True,False,True,False,True,[2],False,3000,2.75,0.9360916861582212,0.5
110,True,False,True,True,False,[2],False,3000,2.75,0.9359205625327651,0.5
111,True,False,True,True,True,[2],False,3000,2.75,0.9359205625327651,0.5
112,True,False,True,False,False,[3],False,5000,2.75,0.9349888569128005,0.5
113,True,False,True,False,True,[3],False,5000,2.75,0.9349888569128005,0.5
114,True,False,True,True,False,[3],False,5000,2.75,0.9348182655223147,0.5
115,True,False,True,True,True,[3],False,5000,2.75,0.9348182655223147,0.5
116,True,False,True,False,False,[2],False,5000,2.8125,0.933584280662635,0.5
117,True,False,True,False,True,[2],False,5000,2.8125,0.933584280662635,0.5
118,True,False,True,True,False,[2],False,5000,2.8125,0.9334147345801649,0.5
119,True,False,True,True,True,[2],False,5000,2.8125,0.9334147345801649,0.5
120,True,False,False,False,False,False,False,3000,3.25,0.9530897404695945,0.5
121,True,False,False,False,True,False,False,3000,3.25,0.9530897404695945,0.5
122,True,False,False,True,False,False,False,3000,3.25,0.9529031533669043,0.5
123,True,False,False,True,True,False,False,3000,3.25,0.9529031533669043,0.5
124,True,False,False,False,False,False,False,all,3.25,0.9525461230921721,0.5
125,True,False,False,False,False,False,False,5000,3.25,0.9525461230921721,0.5
126,True,False,False,True,False,False,False,all,3.25,0.9523597841653085,0.5
127,True,False,False,True,False,False,False,5000,3.25,0.9523597841653085,0.5
128,True,False,True,False,False,False,False,3000,3.3125,0.946272272046234,0.5
129,True,False,True,False,True,False,False,3000,3.3125,0.946272272046234,0.5
130,True,False,True,True,False,False,False,3000,3.3125,0.9460924525518394,0.5
131,True,False,True,True,True,False,False,3000,3.3125,0.9460924525518394,0.5
132,True,False,True,False,False,False,False,all,3.3125,0.9457401939169836,0.5
133,True,False,True,False,False,False,False,5000,3.3125,0.9457401939169836,0.5
134,True,False,True,True,False,False,False,all,3.3125,0.9455605795069653,0.5
135,True,False,True,True,False,False,False,5000,3.3125,0.9455605795069653,0.5
136,True,False,False,False,True,False,False,all,3.4375,0.907915341000245,0.5
137,True,False,False,False,True,False,False,5000,3.4375,0.907915341000245,0.5
138,True,False,False,True,True,False,False,all,3.4375,0.9077707679041811,0.5
139,True,False,False,True,True,False,False,5000,3.4375,0.9077707679041811,0.5
140,True,False,True,False,True,False,False,all,3.4375,0.9024280168080578,0.5
141,True,False,True,False,True,False,False,5000,3.4375,0.9024280168080578,0.5
142,True,False,True,True,True,False,False,all,3.4375,0.9022882093306364,0.5
143,True,False,True,True,True,False,False,5000,3.4375,0.9022882093306364,0.5
144,False,False,True,False,True,[2],2,all,4.0,0.9448346510184704,0.25
145,False,False,True,True,True,[2],2,all,4.0,0.9447723062458431,0.25
146,False,False,False,False,True,[3],2,all,4.0625,0.9477459939155908,0.1875
147,False,False,False,True,True,[3],2,all,4.0625,0.9476825928203314,0.1875
148,True,False,True,False,True,[2],3,all,4.0625,0.9476139438536721,0.1875
149,True,False,True,True,True,[2],3,all,4.0625,0.9475570393385071,0.1875
150,False,False,True,False,True,[3],2,all,4.0625,0.9454080318886786,0.1875
151,False,False,True,True,True,[3],2,all,4.0625,0.9453454656732804,0.1875
152,True,False,False,False,True,[2],3,all,4.125,0.9497432934947551,0.125
153,True,False,False,True,True,[2],3,all,4.125,0.9496856995106839,0.125
154,False,False,False,False,True,[2],2,all,4.125,0.947166199805261,0.25
155,False,False,False,True,True,[2],2,all,4.125,0.9471030238171756,0.25
156,True,False,False,False,False,[2],3,3000,4.1875,0.9692335674508854,0.125
157,True,False,False,False,True,[2],3,3000,4.1875,0.9692335674508854,0.125
158,True,False,False,True,False,[2],3,3000,4.1875,0.9691699522094606,0.125
159,True,False,False,True,True,[2],3,3000,4.1875,0.9691699522094606,0.125
160,True,False,False,False,False,[2],3,5000,4.1875,0.968399058045681,0.125
161,True,False,False,False,True,[2],3,5000,4.1875,0.968399058045681,0.125
162,True,False,False,True,False,[2],3,5000,4.1875,0.9683355852686054,0.125
163,True,False,False,True,True,[2],3,5000,4.1875,0.9683355852686054,0.125
164,True,False,True,False,False,[2],3,3000,4.1875,0.9669075540268822,0.125
165,True,False,True,False,True,[2],3,3000,4.1875,0.9669075540268822,0.125
166,True,False,True,True,False,[2],3,3000,4.1875,0.966844753585159,0.125
167,True,False,True,True,True,[2],3,3000,4.1875,0.966844753585159,0.125
168,True,False,True,False,False,[2],3,5000,4.1875,0.9660793539952914,0.125
169,True,False,True,False,True,[2],3,5000,4.1875,0.9660793539952914,0.125
170,True,False,True,True,False,[2],3,5000,4.1875,0.966016689218412,0.125
171,True,False,True,True,True,[2],3,5000,4.1875,0.966016689218412,0.125
172,True,False,False,False,False,[2],3,all,4.1875,0.9657893922738492,0.125
173,True,False,False,True,False,[2],3,all,4.1875,0.9657264545650345,0.125
174,True,False,True,False,False,[2],3,all,4.1875,0.963487661955297,0.125
175,True,False,True,True,False,[2],3,all,4.1875,0.9634255094424846,0.125
176,True,False,False,False,True,[3],3,all,4.1875,0.9502692875277013,0.125
177,True,False,False,True,True,[3],3,all,4.1875,0.9502115081385047,0.125
178,True,False,True,False,True,[3],3,all,4.1875,0.9481346364284367,0.125
179,True,False,True,True,True,[3],3,all,4.1875,0.9480775492596434,0.125
180,True,False,False,False,True,[3],2,all,4.1875,0.9502085253820501,0.1875
181,True,False,False,True,True,[3],2,all,4.1875,0.9501508691082696,0.1875
182,True,False,False,False,True,[2],2,all,4.1875,0.9496838375058336,0.1875
183,True,False,False,True,True,[2],2,all,4.1875,0.9496263659126116,0.1875
184,True,False,True,False,True,[3],2,all,4.1875,0.9480779590061905,0.1875
185,True,False,True,True,True,[3],2,all,4.1875,0.9480209926457736,0.1875
186,True,False,True,False,True,[2],2,all,4.1875,0.9475585522908232,0.1875
187,True,False,True,True,True,[2],2,all,4.1875,0.9475017678741837,0.1875
188,True,False,False,False,False,[3],3,3000,4.25,0.9693204053307456,0.125
189,True,False,False,False,True,[3],3,3000,4.25,0.9693204053307456,0.125
190,True,False,False,True,False,[3],3,3000,4.25,0.9692567729238832,0.125
191,True,False,False,True,True,[3],3,3000,4.25,0.9692567729238832,0.125
192,True,False,False,False,False,[3],3,5000,4.25,0.9688372317401953,0.125
193,True,False,False,False,True,[3],3,5000,4.25,0.9688372317401953,0.125
194,True,False,False,True,False,[3],3,5000,4.25,0.9687736694079622,0.125
195,True,False,False,True,True,[3],3,5000,4.25,0.9687736694079622,0.125
196,True,False,True,False,False,[3],3,3000,4.25,0.9669941099421576,0.125
197,True,False,True,False,True,[3],3,3000,4.25,0.9669941099421576,0.125
198,True,False,True,True,False,[3],3,3000,4.25,0.966931279164911,0.125
199,True,False,True,True,True,[3],3,3000,4.25,0.966931279164911,0.125
200,True,False,True,False,False,[3],3,5000,4.25,0.9665145146418489,0.125
201,True,False,True,False,True,[3],3,5000,4.25,0.9665145146418489,0.125
202,True,False,True,True,False,[3],3,5000,4.25,0.9664517320006232,0.125
203,True,False,True,True,True,[3],3,5000,4.25,0.9664517320006232,0.125
204,True,False,False,False,False,[3],3,all,4.25,0.9663568100985873,0.125
205,True,False,False,True,False,[3],3,all,4.25,0.9662936647681666,0.125
206,True,False,True,False,False,[3],3,all,4.25,0.9640491412663508,0.125
207,True,False,True,True,False,[3],3,all,4.25,0.9639867843784972,0.125
208,True,False,False,False,False,[2],2,3000,4.3125,0.9691357023008389,0.125
209,True,False,False,False,True,[2],2,3000,4.3125,0.9691357023008389,0.125
210,True,False,False,True,False,[2],2,3000,4.3125,0.9690722308808153,0.125
211,True,False,False,True,True,[2],2,3000,4.3125,0.9690722308808153,0.125
212,True,False,False,False,False,[2],2,5000,4.3125,0.9683030926559447,0.125
213,True,False,False,False,True,[2],2,5000,4.3125,0.9683030926559447,0.125
214,True,False,False,True,False,[2],2,5000,4.3125,0.9682397629118096,0.125
215,True,False,False,True,True,[2],2,5000,4.3125,0.9682397629118096,0.125
216,True,False,True,False,False,[2],2,3000,4.3125,0.9668143974891743,0.125
217,True,False,True,False,True,[2],2,3000,4.3125,0.9668143974891743,0.125
218,True,False,True,True,False,[2],2,3000,4.3125,0.966751738076073,0.125
219,True,False,True,True,True,[2],2,3000,4.3125,0.966751738076073,0.125
220,True,False,True,False,False,[2],2,5000,4.3125,0.9659880722171299,0.125
221,True,False,True,False,True,[2],2,5000,4.3125,0.9659880722171299,0.125
222,True,False,True,True,False,[2],2,5000,4.3125,0.9659255476856812,0.125
223,True,False,True,True,True,[2],2,5000,4.3125,0.9659255476856812,0.125
224,True,False,False,False,False,[2],2,all,4.3125,0.9656980714662357,0.125
225,True,False,False,True,False,[2],2,all,4.3125,0.9656352747404473,0.125
226,True,False,True,False,False,[3],2,all,4.3125,0.9639609953562964,0.125
227,True,False,True,True,False,[3],2,all,4.3125,0.9638987775654506,0.125
228,True,False,True,False,False,[2],2,all,4.3125,0.9634009627605356,0.125
229,True,False,True,True,False,[2],2,all,4.3125,0.9633389485142863,0.125
230,False,False,False,False,False,[2],2,3000,4.3125,0.9686172732702866,0.1875
231,False,False,False,False,True,[2],2,3000,4.3125,0.9686172732702866,0.1875
232,False,False,False,True,False,[2],2,3000,4.3125,0.9685467565438477,0.1875
233,False,False,False,True,True,[2],2,3000,4.3125,0.9685467565438477,0.1875
234,False,False,False,False,False,[2],2,5000,4.3125,0.9676984342835713,0.1875
235,False,False,False,False,True,[2],2,5000,4.3125,0.9676984342835713,0.1875
236,False,False,False,True,False,[2],2,5000,4.3125,0.9676281197534577,0.1875
237,False,False,False,True,True,[2],2,5000,4.3125,0.9676281197534577,0.1875
238,False,False,True,False,False,[2],2,3000,4.3125,0.9660475497679766,0.1875
239,False,False,True,False,True,[2],2,3000,4.3125,0.9660475497679766,0.1875
240,False,False,True,True,False,[2],2,3000,4.3125,0.965978018520415,0.1875
241,False,False,True,True,True,[2],2,3000,4.3125,0.965978018520415,0.1875
242,False,False,True,False,False,[2],2,5000,4.3125,0.9651363886977543,0.1875
243,False,False,True,False,True,[2],2,5000,4.3125,0.9651363886977543,0.1875
244,False,False,True,True,False,[2],2,5000,4.3125,0.9650670358904597,0.1875
245,False,False,True,True,True,[2],2,5000,4.3125,0.9650670358904597,0.1875
246,False,False,False,False,False,[2],2,all,4.3125,0.9648194923089474,0.1875
247,False,False,False,True,False,[2],2,all,4.3125,0.9647498271073858,0.1875
248,False,False,True,False,False,[2],2,all,4.3125,0.9622793777480319,0.1875
249,False,False,True,True,False,[2],2,all,4.3125,0.9622106714621113,0.1875
250,False,False,False,False,True,[3],3,all,4.3125,0.9478091476197592,0.1875
251,False,False,False,True,True,[3],3,all,4.3125,0.9477456003633844,0.1875
252,False,False,True,False,True,[3],3,all,4.3125,0.945466341666064,0.1875
253,False,False,True,True,True,[3],3,all,4.3125,0.9454036323111266,0.1875
254,True,False,False,False,True,[2],1,all,4.3125,0.9493518232640977,0.25
255,True,False,False,True,True,[2],1,all,4.3125,0.949293970951645,0.25
256,False,False,False,False,True,[3],1,all,4.3125,0.9473001381020031,0.25
257,False,False,False,True,True,[3],1,all,4.3125,0.9472363135837906,0.25
258,False,False,False,False,True,[2],3,all,4.3125,0.9472277983496841,0.25
259,False,False,False,True,True,[2],3,all,4.3125,0.9471644771539779,0.25
260,False,False,False,False,True,[2],1,all,4.3125,0.946717371891012,0.25
261,False,False,False,True,True,[2],1,all,4.3125,0.9466537758417074,0.25
262,False,False,True,False,True,[3],1,all,4.3125,0.9449450718404397,0.25
263,False,False,True,False,True,[2],3,all,4.3125,0.9448914322416422,0.25
264,False,False,True,True,True,[3],1,all,4.3125,0.9448820955027775,0.25
265,False,False,True,True,True,[2],3,all,4.3125,0.9448289452616956,0.25
266,False,False,True,False,True,[2],1,all,4.3125,0.944368812174057,0.25
267,False,False,True,True,True,[2],1,all,4.3125,0.9443060605481606,0.25
268,True,False,False,False,False,[3],2,3000,4.375,0.9692222614683672,0.125
269,True,False,False,False,True,[3],2,3000,4.375,0.9692222614683672,0.125
270,True,False,False,True,False,[3],2,3000,4.375,0.9691587731551398,0.125
271,True,False,False,True,True,[3],2,3000,4.375,0.9691587731551398,0.125
272,True,False,False,True,False,[3],2,5000,4.375,0.9686766713657976,0.125
273,True,False,False,True,True,[3],2,5000,4.375,0.9686766713657976,0.125
274,True,False,True,False,False,[3],2,3000,4.375,0.9669006789397825,0.125
275,True,False,True,False,True,[3],2,3000,4.375,0.9669006789397825,0.125
276,True,False,True,True,False,[3],2,3000,4.375,0.9668379891450654,0.125
277,True,False,True,True,True,[3],2,3000,4.375,0.9668379891450654,0.125
278,True,False,True,False,False,[3],2,5000,4.375,0.9664220725770551,0.125
279,True,False,True,False,True,[3],2,5000,4.375,0.9664220725770551,0.125
280,True,False,True,True,False,[3],2,5000,4.375,0.9663594308187553,0.125
281,True,False,True,True,True,[3],2,5000,4.375,0.9663594308187553,0.125
282,True,False,False,False,False,[3],2,all,4.375,0.9662640188692811,0.125
283,True,False,False,True,False,[3],2,all,4.375,0.9662010153703526,0.125
284,False,False,False,False,False,[3],2,3000,4.375,0.9687139954483721,0.1875
285,False,False,False,False,True,[3],2,3000,4.375,0.9687139954483721,0.1875
286,False,False,False,True,False,[3],2,3000,4.375,0.968643438022991,0.1875
287,False,False,False,True,True,[3],2,3000,4.375,0.968643438022991,0.1875
288,False,False,False,False,False,[3],2,5000,4.375,0.9681814206956221,0.1875
289,False,False,False,False,True,[3],2,5000,4.375,0.9681814206956221,0.1875
290,False,False,False,True,False,[3],2,5000,4.375,0.9681109651451055,0.1875
291,False,False,False,True,True,[3],2,5000,4.375,0.9681109651451055,0.1875
292,False,False,True,False,False,[3],2,3000,4.375,0.9661439177949593,0.1875
293,False,False,True,False,True,[3],2,3000,4.375,0.9661439177949593,0.1875
294,False,False,True,True,False,[3],2,3000,4.375,0.966074365546957,0.1875
295,False,False,True,True,True,[3],2,3000,4.375,0.966074365546957,0.1875
296,False,False,True,False,False,[3],2,5000,4.375,0.9656157041341186,0.1875
297,False,False,True,False,True,[3],2,5000,4.375,0.9656157041341186,0.1875
298,False,False,True,True,False,[3],2,5000,4.375,0.9655462413733985,0.1875
299,False,False,True,True,True,[3],2,5000,4.375,0.9655462413733985,0.1875
300,False,False,True,False,False,[3],2,all,4.375,0.9629023326142762,0.1875
301,False,False,True,True,False,[3],2,all,4.375,0.9628333757775267,0.1875
302,True,False,False,False,True,[3],1,all,4.375,0.9498792458171582,0.25
303,True,False,False,True,True,[3],1,all,4.375,0.9498212061483657,0.25
304,True,False,True,False,True,[3],1,all,4.375,0.9477334767005761,0.25
305,True,False,True,True,True,[3],1,all,4.375,0.9476761374842634,0.25
306,True,False,True,False,True,[2],1,all,4.375,0.9472114103898186,0.25
307,True,False,True,True,True,[2],1,all,4.375,0.9471542557265462,0.25
308,True,False,False,False,False,[3],2,5000,4.4375,0.9687400900700783,0.125
309,True,False,False,False,True,[3],2,5000,4.4375,0.9687400900700783,0.125
310,True,False,False,False,True,False,3,all,4.4375,0.9562389390835406,0.125
311,True,False,False,False,True,False,3,5000,4.4375,0.9562389390835406,0.125
312,True,False,False,True,True,False,3,all,4.4375,0.9561797077789843,0.125
313,True,False,False,True,True,False,3,5000,4.4375,0.9561797077789843,0.125
314,True,False,True,False,True,False,3,all,4.4375,0.9540577065034117,0.125
315,True,False,True,False,True,False,3,5000,4.4375,0.9540577065034117,0.125
316,True,False,True,True,True,False,3,all,4.4375,0.9539991922593575,0.125
317,True,False,True,True,True,False,3,5000,4.4375,0.9539991922593575,0.125
318,True,False,True,False,True,False,2,all,4.4375,0.9539910088493013,0.125
319,True,False,True,False,True,False,2,5000,4.4375,0.9539910088493013,0.125
320,True,False,True,True,True,False,2,all,4.4375,0.9539326203721616,0.125
321,True,False,True,True,True,False,2,5000,4.4375,0.9539326203721616,0.125
322,False,False,False,False,False,[3],3,all,4.4375,0.9655511233179674,0.1875
323,False,False,False,True,False,[3],3,all,4.4375,0.9654810322977159,0.1875
324,False,False,False,False,False,[3],2,all,4.4375,0.9654497120433523,0.1875
325,False,False,False,True,False,[3],2,all,4.4375,0.9653797918975607,0.1875
326,False,False,False,False,False,[2],3,all,4.4375,0.9649191315245308,0.1875
327,False,False,False,True,False,[2],3,all,4.4375,0.9648492965825841,0.1875
328,False,False,True,False,False,[3],3,all,4.4375,0.9629981604101301,0.1875
329,False,False,True,True,False,[3],3,all,4.4375,0.9629290363443799,0.1875
330,True,False,False,False,False,[3],1,3000,4.4375,0.9690251964458255,0.25
331,True,False,False,False,True,[3],1,3000,4.4375,0.9690251964458255,0.25
332,True,False,False,True,False,[3],1,3000,4.4375,0.9689612299426154,0.25
333,True,False,False,True,True,[3],1,3000,4.4375,0.9689612299426154,0.25
334,True,False,False,False,False,[2],1,3000,4.4375,0.9689348043058857,0.25
335,True,False,False,False,True,[2],1,3000,4.4375,0.9689348043058857,0.25
336,True,False,False,True,False,[2],1,3000,4.4375,0.9688741099416041,0.25
337,True,False,False,True,True,[2],1,3000,4.4375,0.9688741099416041,0.25
338,True,False,False,False,False,[3],1,5000,4.4375,0.9685462558644482,0.25
339,True,False,False,False,True,[3],1,5000,4.4375,0.9685462558644482,0.25
340,True,False,False,True,False,[3],1,5000,4.4375,0.9684823649641305,0.25
341,True,False,False,True,True,[3],1,5000,4.4375,0.9684823649641305,0.25
342,True,False,False,False,False,[2],1,5000,4.4375,0.9681058536293476,0.25
343,True,False,False,False,True,[2],1,5000,4.4375,0.9681058536293476,0.25
344,True,False,False,True,False,[2],1,5000,4.4375,0.9680420627708436,0.25
345,True,False,False,True,True,[2],1,5000,4.4375,0.9680420627708436,0.25
346,True,False,True,False,False,[3],1,3000,4.4375,0.9666856459541431,0.25
347,True,False,True,False,True,[3],1,3000,4.4375,0.9666856459541431,0.25
348,True,False,True,True,False,[3],1,3000,4.4375,0.9666224750445043,0.25
349,True,False,True,True,True,[3],1,3000,4.4375,0.9666224750445043,0.25
350,True,False,True,False,False,[2],1,3000,4.4375,0.9665988318202418,0.25
351,True,False,True,False,True,[2],1,3000,4.4375,0.9665988318202418,0.25
352,True,False,True,True,False,[2],1,3000,4.4375,0.9665356935712386,0.25
353,True,False,True,True,True,[2],1,3000,4.4375,0.9665356935712386,0.25
354,True,False,True,False,False,[3],1,5000,4.4375,0.9662102711244694,0.25
355,True,False,True,False,True,[3],1,5000,4.4375,0.9662102711244694,0.25
356,True,False,True,True,False,[3],1,5000,4.4375,0.9661471722330458,0.25
357,True,False,True,True,True,[3],1,5000,4.4375,0.9661471722330458,0.25
358,True,False,False,False,False,[3],1,all,4.4375,0.9660480960925331,0.25
359,True,False,False,True,False,[3],1,all,4.4375,0.9659846266716295,0.25
360,True,False,True,False,False,[2],1,5000,4.4375,0.9657729178771066,0.25
361,True,False,True,False,True,[2],1,5000,4.4375,0.9657729178771066,0.25
362,False,False,True,False,False,[2],1,3000,4.4375,0.9657286007902635,0.25
363,False,False,True,False,True,[2],1,3000,4.4375,0.9657286007902635,0.25
364,True,False,True,True,False,[2],1,5000,4.4375,0.9657099318052759,0.25
365,True,False,True,True,True,[2],1,5000,4.4375,0.9657099318052759,0.25
366,False,False,True,True,False,[2],1,3000,4.4375,0.9656621060711956,0.25
367,False,False,True,True,True,[2],1,3000,4.4375,0.9656621060711956,0.25
368,True,False,False,False,False,[2],1,all,4.4375,0.9654788288904139,0.25
369,True,False,False,True,False,[2],1,all,4.4375,0.9654155694662182,0.25
370,False,False,True,False,False,[2],1,5000,4.4375,0.9648205013534973,0.25
