,get_sentiment,lower_upper_ratio,awl,unique_words_per_total_words,punctuation_frequency,n_grams,pos_tagger,k,mean rank,mean cosine similarity,accuracy
38,False,False,False,False,False,[3],False,3000,2.0,0.9292552670028865,0.6875
39,False,False,False,False,True,[3],False,3000,2.0,0.9292552670028865,0.6875
40,False,False,False,True,False,[3],False,3000,2.0,0.9290075582110393,0.6875
41,False,False,False,True,True,[3],False,3000,2.0,0.9290075582110393,0.6875
42,False,False,True,False,False,[3],False,2250,2.0,0.9227516017145485,0.6875
43,False,False,True,False,True,[3],False,2250,2.0,0.9227516017145485,0.6875
44,False,False,True,True,False,[3],False,2250,2.0,0.922514020288701,0.6875
45,False,False,True,True,True,[3],False,2250,2.0,0.922514020288701,0.6875
46,False,False,True,False,False,[3],False,2750,2.0,0.9210943407398158,0.6875
47,False,False,True,False,True,[3],False,2750,2.0,0.9210943407398158,0.6875
48,False,False,True,True,False,[3],False,2750,2.0,0.9208579078016925,0.6875
49,False,False,True,True,True,[3],False,2750,2.0,0.9208579078016925,0.6875
50,False,False,True,False,False,[3],False,3000,2.0,0.9202170105790737,0.6875
51,False,False,True,False,True,[3],False,3000,2.0,0.9202170105790737,0.6875
52,False,False,True,True,False,[3],False,3000,2.0,0.9199814846570722,0.6875
53,False,False,True,True,True,[3],False,3000,2.0,0.9199814846570722,0.6875
54,False,False,False,True,False,[5],False,2000,2.0,0.5346430894741447,0.75
55,False,False,False,True,True,[5],False,2000,2.0,0.5346430894741447,0.75
56,False,False,False,False,False,[5],False,2000,2.0,0.534642376491305,0.75
57,False,False,False,False,True,[5],False,2000,2.0,0.534642376491305,0.75
58,False,False,False,True,False,"[3, 4]",False,2000,2.0,0.5270562611124541,0.75
59,False,False,False,True,True,"[3, 4]",False,2000,2.0,0.5270562611124541,0.75
60,False,False,False,False,False,"[3, 4]",False,2000,2.0,0.5270383024501277,0.75
61,False,False,False,False,True,"[3, 4]",False,2000,2.0,0.5270383024501277,0.75
62,False,False,False,True,False,"[3, 4]",False,2250,2.0,0.5218366453081836,0.75
63,False,False,False,True,True,"[3, 4]",False,2250,2.0,0.5218366453081836,0.75
64,False,False,False,True,False,"[2, 3]",False,2250,2.0,0.5218168692781335,0.75
65,False,False,False,True,True,"[2, 3]",False,2250,2.0,0.5218168692781335,0.75
66,False,False,False,False,False,"[2, 3]",False,2250,2.0,0.5217832169156789,0.75
67,False,False,False,False,True,"[2, 3]",False,2250,2.0,0.5217832169156789,0.75
68,False,False,False,True,False,"[2, 3]",False,2500,2.0,0.5175437804110301,0.75
69,False,False,False,True,True,"[2, 3]",False,2500,2.0,0.5175437804110301,0.75
70,False,False,False,False,False,"[2, 3]",False,2500,2.0,0.5174781797666786,0.75
71,False,False,False,False,True,"[2, 3]",False,2500,2.0,0.5174781797666786,0.75
72,False,False,False,True,False,"[2, 3]",False,2750,2.0,0.5139696843626559,0.75
73,False,False,False,True,True,"[2, 3]",False,2750,2.0,0.5139696843626559,0.75
74,False,False,False,False,False,"[2, 3]",False,2750,2.0,0.5138450147151563,0.75
75,False,False,False,False,True,"[2, 3]",False,2750,2.0,0.5138450147151563,0.75
76,False,False,False,True,False,"[3, 4]",False,3000,2.0,0.5112571358735196,0.75
77,False,False,False,True,True,"[3, 4]",False,3000,2.0,0.5112571358735196,0.75
78,False,False,False,False,False,"[3, 4]",False,3000,2.0,0.5111875895762686,0.75
79,False,False,False,False,True,"[3, 4]",False,3000,2.0,0.5111875895762686,0.75
80,False,False,False,True,False,"[2, 3]",False,3000,2.0,0.5111503408231302,0.75
81,False,False,False,True,True,"[2, 3]",False,3000,2.0,0.5111503408231302,0.75
82,False,False,False,False,False,"[2, 3]",False,3000,2.0,0.5110803595350615,0.75
83,False,False,False,False,True,"[2, 3]",False,3000,2.0,0.5110803595350615,0.75
84,False,False,True,True,False,"[3, 4]",False,2250,2.0,0.510547022967281,0.75
85,False,False,True,True,True,"[3, 4]",False,2250,2.0,0.510547022967281,0.75
86,False,False,True,False,False,"[3, 4]",False,2250,2.0,0.5104324489349531,0.75
87,False,False,True,False,True,"[3, 4]",False,2250,2.0,0.5104324489349531,0.75
88,False,False,False,True,False,"[2, 3, 4]",False,2750,2.0,0.5077077846530669,0.75
89,False,False,False,True,True,"[2, 3, 4]",False,2750,2.0,0.5077077846530669,0.75
90,False,False,False,False,False,"[2, 3, 4]",False,2750,2.0,0.5076220260778258,0.75
91,False,False,False,False,True,"[2, 3, 4]",False,2750,2.0,0.5076220260778258,0.75
92,False,False,False,True,False,"[2, 3, 4]",False,3000,2.0,0.5039698953452355,0.75
93,False,False,False,True,True,"[2, 3, 4]",False,3000,2.0,0.5039698953452355,0.75
94,False,False,False,False,False,"[2, 3, 4]",False,3000,2.0,0.5038943909890113,0.75
95,False,False,False,False,True,"[2, 3, 4]",False,3000,2.0,0.5038943909890113,0.75
96,False,False,True,False,False,"[3, 4]",False,2750,2.0,0.5035650420955095,0.75
97,False,False,True,False,True,"[3, 4]",False,2750,2.0,0.5035650420955095,0.75
98,False,False,True,True,False,"[2, 3, 4]",False,3000,2.0,0.4952581760185274,0.75
99,False,False,True,True,True,"[2, 3, 4]",False,3000,2.0,0.4952581760185274,0.75
100,False,False,True,False,False,"[2, 3, 4]",False,3000,2.0,0.49512915673058167,0.75
101,False,False,True,False,True,"[2, 3, 4]",False,3000,2.0,0.49512915673058167,0.75
102,False,False,False,False,False,[3],False,2500,2.0625,0.9308072971659409,0.6875
103,False,False,False,False,True,[3],False,2500,2.0625,0.9308072971659409,0.6875
104,False,False,False,True,False,[3],False,2500,2.0625,0.9305579355944007,0.6875
105,False,False,False,True,True,[3],False,2500,2.0625,0.9305579355944007,0.6875
106,False,False,True,False,False,[3],False,2500,2.0625,0.9217186764645444,0.6875
107,False,False,True,False,True,[3],False,2500,2.0625,0.9217186764645444,0.6875
108,False,False,True,True,False,[3],False,2500,2.0625,0.9214816174973506,0.6875
109,False,False,True,True,True,[3],False,2500,2.0625,0.9214816174973506,0.6875
110,False,False,False,True,False,[3],False,2000,2.0625,0.5371981676759334,0.6875
111,False,False,False,True,True,[3],False,2000,2.0625,0.5371981676759334,0.6875
112,False,False,True,True,False,[3],False,2000,2.0625,0.5230069862054126,0.6875
113,False,False,True,True,True,[3],False,2000,2.0625,0.5230069862054126,0.6875
114,False,False,True,False,False,[3],False,2000,2.0625,0.5228965907776371,0.6875
115,False,False,True,False,True,[3],False,2000,2.0625,0.5228965907776371,0.6875
116,False,False,True,True,False,[5],False,2000,2.0625,0.5209860057679452,0.6875
117,False,False,True,True,True,[5],False,2000,2.0625,0.5209860057679452,0.6875
118,False,False,True,False,False,[5],False,2000,2.0625,0.5208468288243093,0.6875
119,False,False,True,False,True,[5],False,2000,2.0625,0.5208468288243093,0.6875
120,False,False,True,True,False,[5],False,2250,2.0625,0.5175812049535242,0.6875
121,False,False,True,True,True,[5],False,2250,2.0625,0.5175812049535242,0.6875
122,False,False,True,False,False,[5],False,2250,2.0625,0.5174536387618418,0.6875
123,False,False,True,False,True,[5],False,2250,2.0625,0.5174536387618418,0.6875
124,False,False,False,True,False,"[2, 3]",False,2000,2.0625,0.5271729355595343,0.75
125,False,False,False,True,True,"[2, 3]",False,2000,2.0625,0.5271729355595343,0.75
126,False,False,False,False,False,"[2, 3]",False,2000,2.0625,0.5271529995065642,0.75
127,False,False,False,False,True,"[2, 3]",False,2000,2.0625,0.5271529995065642,0.75
128,False,False,False,True,False,"[3, 4]",False,2500,2.0625,0.5169147265379122,0.75
129,False,False,False,True,True,"[3, 4]",False,2500,2.0625,0.5169147265379122,0.75
130,False,False,False,False,False,"[3, 4]",False,2500,2.0625,0.5168270376426704,0.75
131,False,False,False,False,True,"[3, 4]",False,2500,2.0625,0.5168270376426704,0.75
132,False,False,True,True,False,"[2, 3]",False,2000,2.0625,0.5151084566720063,0.75
133,False,False,True,True,True,"[2, 3]",False,2000,2.0625,0.5151084566720063,0.75
134,False,False,True,True,False,"[3, 4]",False,2000,2.0625,0.5150805049480441,0.75
135,False,False,True,True,True,"[3, 4]",False,2000,2.0625,0.5150805049480441,0.75
136,False,False,True,False,False,"[2, 3]",False,2000,2.0625,0.5150045648968488,0.75
137,False,False,True,False,True,"[2, 3]",False,2000,2.0625,0.5150045648968488,0.75
138,False,False,True,False,False,"[3, 4]",False,2000,2.0625,0.5149717032760058,0.75
139,False,False,True,False,True,"[3, 4]",False,2000,2.0625,0.5149717032760058,0.75
140,False,False,False,True,False,"[3, 4]",False,2750,2.0625,0.5140353820299516,0.75
141,False,False,False,True,True,"[3, 4]",False,2750,2.0625,0.5140353820299516,0.75
142,False,False,False,False,False,"[3, 4]",False,2750,2.0625,0.5139749905232771,0.75
143,False,False,False,False,True,"[3, 4]",False,2750,2.0625,0.5139749905232771,0.75
144,False,False,True,True,False,"[3, 4]",False,2500,2.0625,0.5062851485246715,0.75
145,False,False,True,True,True,"[3, 4]",False,2500,2.0625,0.5062851485246715,0.75
146,False,False,True,False,False,"[3, 4]",False,2500,2.0625,0.5061582899349732,0.75
147,False,False,True,False,True,"[3, 4]",False,2500,2.0625,0.5061582899349732,0.75
148,False,False,True,True,False,"[3, 4]",False,2750,2.0625,0.5036988198543809,0.75
149,False,False,True,True,True,"[3, 4]",False,2750,2.0625,0.5036988198543809,0.75
150,False,False,True,True,False,"[3, 4]",False,3000,2.0625,0.5011876577970139,0.75
151,False,False,True,True,True,"[3, 4]",False,3000,2.0625,0.5011876577970139,0.75
152,False,False,True,False,False,"[3, 4]",False,3000,2.0625,0.5010481679996579,0.75
153,False,False,True,False,True,"[3, 4]",False,3000,2.0625,0.5010481679996579,0.75
154,False,False,False,False,False,[3],False,2250,2.125,0.9318736661318565,0.6875
155,False,False,False,False,True,[3],False,2250,2.125,0.9318736661318565,0.6875
156,False,False,False,True,False,[3],False,2250,2.125,0.9316238165182946,0.6875
157,False,False,False,True,True,[3],False,2250,2.125,0.9316238165182946,0.6875
158,False,False,False,False,False,[3],False,2000,2.125,0.5372070067073468,0.6875
159,False,False,False,False,True,[3],False,2000,2.125,0.5372070067073468,0.6875
160,False,False,False,True,False,"[2, 3, 4]",False,2250,2.125,0.5171622601109491,0.75
161,False,False,False,True,True,"[2, 3, 4]",False,2250,2.125,0.5171622601109491,0.75
162,False,False,False,False,False,"[2, 3, 4]",False,2250,2.125,0.5170799508976407,0.75
163,False,False,False,False,True,"[2, 3, 4]",False,2250,2.125,0.5170799508976407,0.75
164,False,False,False,True,False,"[2, 3, 4]",False,2500,2.125,0.5121126366691974,0.75
165,False,False,False,True,True,"[2, 3, 4]",False,2500,2.125,0.5121126366691974,0.75
166,False,False,False,False,False,"[2, 3, 4]",False,2500,2.125,0.5120596301756564,0.75
167,False,False,False,False,True,"[2, 3, 4]",False,2500,2.125,0.5120596301756564,0.75
168,False,False,True,True,False,"[2, 3]",False,2250,2.125,0.5104526155128113,0.75
169,False,False,True,True,True,"[2, 3]",False,2250,2.125,0.5104526155128113,0.75
170,False,False,True,False,False,"[2, 3]",False,2250,2.125,0.5103361319479737,0.75
171,False,False,True,False,True,"[2, 3]",False,2250,2.125,0.5103361319479737,0.75
172,False,False,True,True,False,"[2, 3, 4]",False,2250,2.125,0.5069002005815371,0.75
173,False,False,True,True,True,"[2, 3, 4]",False,2250,2.125,0.5069002005815371,0.75
174,False,False,True,False,False,"[2, 3, 4]",False,2250,2.125,0.5067995261427637,0.75
175,False,False,True,False,True,"[2, 3, 4]",False,2250,2.125,0.5067995261427637,0.75
176,False,False,True,True,False,"[2, 3]",False,2500,2.125,0.5067159438499463,0.75
177,False,False,True,True,True,"[2, 3]",False,2500,2.125,0.5067159438499463,0.75
178,False,False,True,False,False,"[2, 3]",False,2500,2.125,0.5065910548277817,0.75
179,False,False,True,False,True,"[2, 3]",False,2500,2.125,0.5065910548277817,0.75
180,False,False,True,True,False,"[2, 3]",False,2750,2.125,0.503542597704178,0.75
181,False,False,True,True,True,"[2, 3]",False,2750,2.125,0.503542597704178,0.75
182,False,False,True,False,False,"[2, 3]",False,2750,2.125,0.503407918485028,0.75
183,False,False,True,False,True,"[2, 3]",False,2750,2.125,0.503407918485028,0.75
184,False,False,True,True,False,"[2, 3, 4]",False,2500,2.125,0.5025217711133741,0.75
185,False,False,True,True,True,"[2, 3, 4]",False,2500,2.125,0.5025217711133741,0.75
186,False,False,True,False,False,"[2, 3, 4]",False,2500,2.125,0.5024077136621488,0.75
187,False,False,True,False,True,"[2, 3, 4]",False,2500,2.125,0.5024077136621488,0.75
188,False,False,True,True,False,"[2, 3]",False,3000,2.125,0.5010184667567132,0.75
189,False,False,True,True,True,"[2, 3]",False,3000,2.125,0.5010184667567132,0.75
190,False,False,True,False,False,"[2, 3]",False,3000,2.125,0.5008771763804953,0.75
191,False,False,True,False,True,"[2, 3]",False,3000,2.125,0.5008771763804953,0.75
192,False,False,False,True,False,"[2, 3, 4]",False,2000,2.3125,0.520967994788153,0.75
193,False,False,False,True,True,"[2, 3, 4]",False,2000,2.3125,0.520967994788153,0.75
194,False,False,False,False,False,"[2, 3, 4]",False,2000,2.3125,0.5208856538573671,0.75
195,False,False,False,False,True,"[2, 3, 4]",False,2000,2.3125,0.5208856538573671,0.75
196,False,False,True,True,False,"[2, 3, 4]",False,2000,2.3125,0.5100954610819828,0.75
197,False,False,True,True,True,"[2, 3, 4]",False,2000,2.3125,0.5100954610819828,0.75
198,False,False,True,False,False,"[2, 3, 4]",False,2000,2.3125,0.5099953996409959,0.75
199,False,False,True,False,True,"[2, 3, 4]",False,2000,2.3125,0.5099953996409959,0.75
