Feature,Average Pointwise Mutual Information
took,0.9588324015212708
after,0.9588324015212708
city,0.9588324015212708
office,0.9588324015212708
coal,0.9588324015212706
bush,0.9588324015212706
iran,0.9588324015212706
free,0.9588324015212706
turnaround,0.9588324015212706
end,0.9588324015212706
term,0.9588324015212706
total,0.9588324015212706
decades,0.9588324015212706
decades </s> </s> </s> </s>,0.9588324015212706
due,0.9588324015212706
shutdown,0.9588324015212706
november,0.9588324015212706
buy,0.9588324015212706
raised,0.9588324015212706
industry,0.9588324015212706
<s> <s> says scott walker,0.9588324015212706
rid,0.9588324015212706
crimes,0.9588324015212706
percent </s> </s> </s> </s>,0.9588324015212706
still,0.9588324015212706
<s> <s> <s> says paul,0.9588324015212706
several,0.9588324015212706
youre,0.9588324015212706
so,0.9588324015212706
earth,0.9588324015212706
council,0.9588324015212706
justice,0.9588324015212706
fight,0.9588324015212706
non,0.9588324015212706
flag,0.9588324015212706
cents,0.9588324015212706
earned,0.9588324015212706
employees,0.9588324015212706
anywhere,0.9588324015212706
way,0.9588324015212706
<s> <s> <s> <s> they,0.9588324015212706
mayor,0.9588324015212706
chance,0.9588324015212706
bain,0.9588324015212706
population,0.9588324015212706
zero,0.9588324015212706
think,0.9588324015212706
brown,0.9588324015212706
employers,0.9588324015212706
control </s> </s> </s> </s>,0.9588324015212706
egypt,0.9588324015212706
reform </s> </s> </s> </s>,0.9588324015212706
<s> <s> <s> there is,0.9588324015212706
offenders,0.9588324015212706
the nation </s> </s> </s>,0.9588324015212706
commissioner,0.9588324015212706
us,0.9588324015212706
lowest,0.9588324015212706
millions,0.9588324015212706
used,0.9588324015212706
permit,0.9588324015212706
carry,0.9588324015212706
leaving,0.9588324015212706
help,0.9588324015212706
rating,0.9588324015212706
firefighters,0.9588324015212706
k,0.9588324015212706
receiving,0.9588324015212706
groups,0.9588324015212706
senators,0.9588324015212706
<s> <s> <s> <s> about,0.9588324015212706
union,0.9588324015212706
second,0.9588324015212706
college,0.9588324015212706
getting,0.9588324015212706
plus,0.9588324015212706
legally,0.9588324015212706
newt,0.9588324015212706
each,0.9588324015212706
guard,0.9588324015212706
waiting,0.9588324015212706
texas </s> </s> </s> </s>,0.9588324015212706
<s> <s> <s> <s> im,0.9588324015212706
<s> <s> <s> im the,0.9588324015212706
<s> <s> im the only,0.9588324015212706
includes,0.9588324015212706
spent,0.9588324015212706
wanted,0.9588324015212706
marijuana,0.9588324015212706
mexican,0.9588324015212706
of the united states </s>,0.9588324015212706
months </s> </s> </s> </s>,0.9588324015212706
the state </s> </s> </s>,0.9588324015212706
<s> <s> there are more,0.9588324015212706
in the united states than,0.9588324015212706
incumbent,0.9588324015212706
nation in the world </s>,0.9588324015212706
january,0.9588324015212706
syria,0.9588324015212706
assad,0.9588324015212706
people </s> </s> </s> </s>,0.9588324015212706
ve,0.9588324015212706
top,0.9588324015212706
t,0.9588324015212706
<s> <s> in the last,0.9588324015212706
according,0.9588324015212706
proposed,0.9588324015212706
away,0.9588324015212706
worker,0.9588324015212706
bipartisan,0.9588324015212706
<s> <s> <s> <s> one,0.9588324015212706
nobody,0.9588324015212706
<s> <s> <s> the american,0.9588324015212706
housing,0.9588324015212706
studies,0.9588324015212706
stimulus,0.9588324015212706
claims,0.9588324015212706
<s> <s> <s> says sen,0.9588324015212706
reduce,0.9588324015212706
drop,0.9588324015212706
richest,0.9588324015212706
senate,0.9588324015212706
<s> <s> <s> <s> john,0.9588324015212706
<s> <s> <s> john mccain,0.9588324015212706
2014,0.9588324015212706
result,0.9588324015212706
previous,0.9588324015212706
projects,0.9588324015212706
2006,0.9588324015212706
seeing,0.9588324015212706
common,0.9588324015212706
homeowners,0.9588324015212706
pressure,0.9588324015212706
until,0.9588324015212706
show,0.9588324015212706
find,0.9588324015212706
full,0.9588324015212706
theyre,0.9588324015212706
clintons,0.9588324015212706
add,0.9588324015212706
2011,0.9588324015212706
health insurance </s> </s> </s>,0.9588324015212706
profits,0.9588324015212706
established,0.9588324015212706
led,0.9588324015212706
month </s> </s> </s> </s>,0.9588324015212706
in the history of the,0.9588324015212706
lee,0.9588324015212706
spends,0.9588324015212706
either,0.9588324015212706
polls,0.9588324015212706
expanding,0.9588324015212706
attorney,0.9588324015212706
shot,0.9588324015212706
<s> <s> <s> <s> democrats,0.9588324015212706
<s> <s> <s> weve got,0.9588324015212706
families </s> </s> </s> </s>,0.9588324015212706
least,0.9588324015212706
breaks,0.9588324015212706
stay,0.9588324015212706
<s> <s> says president barack,0.9588324015212706
did,0.9572095363887685
on iran </s> </s> </s>,0.9572095363887685
iran </s> </s> </s> </s>,0.9572095363887685
likely,0.9572095363887685
district,0.9572095363887685
now </s> </s> </s> </s>,0.9572095363887685
along,0.9572095363887685
<s> <s> <s> i m,0.9572095363887685
19,0.9572095363887685
port,0.9572095363887685
center,0.9572095363887685
glenn,0.9572095363887685
grothman,0.9572095363887685
2000,0.9572095363887685
the government shutdown </s> </s>,0.9572095363887685
government shutdown </s> </s> </s>,0.9572095363887685
shutdown </s> </s> </s> </s>,0.9572095363887685
<s> <s> <s> most of,0.9572095363887685
requirement,0.9572095363887685
provisions,0.9572095363887685
kind,0.9572095363887685
d,0.9572095363887685
went,0.9572095363887685
credit,0.9572095363887685
rates,0.9572095363887685
left,0.9572095363887685
last year </s> </s> </s>,0.9572095363887685
men,0.9572095363887685
kitzhaber,0.9572095363887685
elected,0.9572095363887685
<s> <s> <s> the united,0.9572095363887685
<s> <s> the united states,0.9572095363887685
scott,0.9572095363887685
parenthood,0.9572095363887685
<s> <s> <s> says mitt,0.9572095363887685
<s> <s> says mitt romney,0.9572095363887685
34,0.9572095363887685
began,0.9572095363887685
45 percent </s> </s> </s>,0.9572095363887685
if,0.9572095363887685
deficits,0.9572095363887685
<s> <s> <s> <s> if,0.9572095363887685
<s> <s> <s> what the,0.9572095363887685
tax </s> </s> </s> </s>,0.9572095363887685
<s> <s> we have a,0.9572095363887685
austin,0.9572095363887685
founded,0.9572095363887685
<s> <s> <s> <s> austin,0.9572095363887685
<s> <s> <s> austin is,0.9572095363887685
case,0.9572095363887685
area,0.9572095363887685
<s> <s> <s> in the,0.9572095363887685
decided,0.9572095363887685
south,0.9572095363887685
<s> <s> <s> says a,0.9572095363887685
law </s> </s> </s> </s>,0.9572095363887685
marco,0.9572095363887685
<s> <s> <s> says marco,0.9572095363887685
<s> <s> says marco rubio,0.9572095363887685
responsible,0.9572095363887685
solar,0.9572095363887685
company,0.9572095363887685
<s> <s> <s> <s> rep,0.9572095363887685
gov,0.9572095363887685
<s> <s> <s> says ohio,0.9572095363887685
director,0.9572095363887685
cannot,0.9572095363887685
attack,0.9572095363887685
instead,0.9572095363887685
hispanic,0.9572095363887685
insurance,0.9572095363887685
residents,0.9572095363887685
illegally,0.9572095363887685
illegally </s> </s> </s> </s>,0.9572095363887685
<s> <s> <s> president barack,0.9572095363887685
<s> <s> president barack obama,0.9572095363887685
deleted,0.9572095363887685
individual,0.9572095363887685
maggie,0.9572095363887685
tuition,0.9572095363887685
in america </s> </s> </s>,0.9572095363887685
rent,0.9572095363887685
york,0.9572095363887685
water </s> </s> </s> </s>,0.9572095363887685
build,0.9572095363887685
like,0.9572095363887685
sen,0.9572095363887685
campaign,0.9572095363887685
<s> <s> <s> <s> sen,0.9572095363887685
<s> <s> <s> sen obama,0.9572095363887685
classes,0.9572095363887685
economy </s> </s> </s> </s>,0.9572095363887685
military,0.9572095363887685
sanctuary,0.9572095363887685
city </s> </s> </s> </s>,0.9572095363887685
warrant,0.9572095363887685
contracts,0.9572095363887685
home,0.9572095363887685
construction,0.9572095363887685
foreclosure,0.9572095363887685
them,0.9572095363887685
driving,0.9572095363887685
charlie,0.9572095363887685
crist,0.9572095363887685
advantage,0.9572095363887685
program </s> </s> </s> </s>,0.9572095363887685
europe,0.9572095363887685
put,0.9572095363887685
deny,0.9572095363887685
coverage,0.9572095363887685
20,0.9572095363887685
<s> <s> <s> the amount,0.9572095363887685
<s> <s> the amount of,0.9572095363887685
keep,0.9572095363887685
<s> says u s rep,0.9572095363887685
offenders </s> </s> </s> </s>,0.9572095363887685
growing,0.9572095363887685
nation </s> </s> </s> </s>,0.9572095363887685
the world </s> </s> </s>,0.9572095363887685
lebanon,0.9572095363887685
<s> <s> <s> says david,0.9572095363887685
social security </s> </s> </s>,0.9572095363887685
security </s> </s> </s> </s>,0.9572095363887685
<s> <s> <s> <s> did,0.9572095363887685
<s> <s> <s> did you,0.9572095363887685
<s> <s> did you know,0.9572095363887685
much,0.9572095363887685
spend,0.9572095363887685
1968,0.9572095363887685
died,0.9572095363887685
this countrys history </s> </s>,0.9572095363887685
countrys history </s> </s> </s>,0.9572095363887685
streetcar,0.9572095363887685
raising,0.9572095363887685
met,0.9572095363887685
terrorism,0.9572095363887685
terrorism </s> </s> </s> </s>,0.9572095363887685
opening,0.9572095363887685
terror,0.9572095363887685
im,0.9572095363887685
pension,0.9572095363887685
teachers firefighters and police officers,0.9572095363887685
98,0.9572095363887685
thirds,0.9572095363887685
wisconsinites,0.9572095363887685
required,0.9572095363887685
current,0.9572095363887685
reforms,0.9572095363887685
family,0.9572095363887685
500,0.9572095363887685
per year </s> </s> </s>,0.9572095363887685
<s> <s> <s> the irs,0.9572095363887685
promised,0.9572095363887685
8,0.9572095363887685
marry,0.9572095363887685
s </s> </s> </s> </s>,0.9572095363887685
victims,0.9572095363887685
<s> <s> <s> <s> you,0.9572095363887685
courts,0.9572095363887685
guns,0.9572095363887685
told,0.9572095363887685
offered,0.9572095363887685
<s> <s> <s> we are,0.9572095363887685
bay,0.9572095363887685
terrorists,0.9572095363887685
refugees,0.9572095363887685
<s> <s> <s> the president,0.9572095363887685
immigrants,0.9572095363887685
support </s> </s> </s> </s>,0.9572095363887685
gingrichs,0.9572095363887685
amnesty,0.9572095363887685
<s> <s> <s> <s> newt,0.9572095363887685
<s> <s> <s> newt gingrichs,0.9572095363887685
disability,0.9572095363887685
street,0.9572095363887685
anybody,0.9572095363887685
taken,0.9572095363887685
<s> <s> <s> barack obama,0.9572095363887685
border,0.9572095363887685
<s> <s> <s> says gov,0.9572095363887685
<s> <s> <s> on the,0.9572095363887685
42,0.9572095363887685
dan,0.9572095363887685
expand,0.9572095363887685
profit,0.9572095363887685
whos,0.9572095363887685
ponzi,0.9572095363887685
same,0.9572095363887685
policies,0.9572095363887685
referring,0.9572095363887685
north,0.9572095363887685
carolinas,0.9572095363887685
electric,0.9572095363887685
china,0.9572095363887685
sarah,0.9572095363887685
fire,0.9572095363887685
library,0.9572095363887685
years ago </s> </s> </s>,0.9572095363887685
ago </s> </s> </s> </s>,0.9572095363887685
received,0.9572095363887685
redskins,0.9572095363887685
<s> <s> <s> the u,0.9572095363887685
<s> <s> the u s,0.9572095363887685
lose,0.9572095363887685
president of the united states,0.9572095363887685
action,0.9572095363887685
thomas,0.9572095363887685
nations,0.9572095363887685
marriage,0.9572095363887685
relationships,0.9572095363887685
judges,0.9572095363887685
in the world </s> </s>,0.9572095363887685
the world combined </s> </s>,0.9572095363887685
world combined </s> </s> </s>,0.9572095363887685
combined </s> </s> </s> </s>,0.9572095363887685
function,0.9572095363887685
voters,0.9572095363887685
see,0.9572095363887685
forces,0.9572095363887685
<s> <s> says that in,0.9572095363887685
<s> <s> <s> <s> marco,0.9572095363887685
<s> <s> <s> marco rubio,0.9572095363887685
<s> <s> marco rubio voted,0.9572095363887685
<s> marco rubio voted against,0.9572095363887685
re,0.9572095363887685
real,0.9572095363887685
<s> <s> <s> not one,0.9572095363887685
terms,0.9572095363887685
insurance </s> </s> </s> </s>,0.9572095363887685
immigrants </s> </s> </s> </s>,0.9572095363887685
tax increase in american history,0.9572095363887685
increase in american history </s>,0.9572095363887685
in american history </s> </s>,0.9572095363887685
american history </s> </s> </s>,0.9572095363887685
seen,0.9572095363887685
barrett,0.9572095363887685
assembly,0.9572095363887685
how,0.9572095363887685
investigation,0.9572095363887685
clear,0.9572095363887685
hed,0.9572095363887685
make,0.9572095363887685
throughout,0.9572095363887685
theyve,0.9572095363887685
giving,0.9572095363887685
party,0.9572095363887685
candidates,0.9572095363887685
gdp,0.9572095363887685
miles,0.9572095363887685
photo,0.9572095363887685
pearl,0.9572095363887685
costing,0.9572095363887685
estimated,0.9572095363887685
<s> <s> <s> says hillary,0.9572095363887685
<s> <s> says hillary clinton,0.9572095363887685
extremist,0.9572095363887685
sherrod,0.9572095363887685
<s> <s> says sen sherrod,0.9572095363887685
<s> says sen sherrod brown,0.9572095363887685
rejected,0.9572095363887685
buffett,0.9572095363887685
me </s> </s> </s> </s>,0.9572095363887685
allen,0.9572095363887685
patrick,0.9572095363887685
die,0.9572095363887685
enforcement,0.9572095363887685
tenure,0.9572095363887685
crisis,0.9572095363887685
hypocrisy,0.9572095363887685
workforce,0.9572095363887685
portman,0.9572095363887685
americans </s> </s> </s> </s>,0.9572095363887685
move,0.9572095363887685
predatory,0.9572095363887685
2007,0.9572095363887685
000 jobs </s> </s> </s>,0.9572095363887685
cbo,0.9572095363887685
congressional,0.9572095363887685
fiscal,0.9572095363887685
teacher,0.9572095363887685
<s> <s> <s> the number,0.9572095363887685
<s> <s> the number of,0.9572095363887685
homicides,0.9572095363887685
44,0.9572095363887685
partner,0.9572095363887685
account,0.9572095363887685
place,0.9572095363887685
oppose,0.9572095363887685
<s> <s> the american people,0.9572095363887685
the government </s> </s> </s>,0.9572095363887685
a gun </s> </s> </s>,0.9572095363887685
gun </s> </s> </s> </s>,0.9572095363887685
ryans,0.9572095363887685
connie,0.9572095363887685
mack,0.9572095363887685
missed,0.9572095363887685
<s> <s> <s> this year,0.9572095363887685
programs,0.9572095363887685
mid,0.9572095363887685
wiped,0.9572095363887685
conditions,0.9572095363887685
<s> <s> <s> every year,0.9572095363887685
behavior,0.9572095363887685
entirely,0.9572095363887685
<s> <s> <s> <s> recent,0.9572095363887685
arkansas,0.9572095363887685
despite,0.9572095363887685
board,0.9572095363887685
remove,0.9572095363887685
standards,0.9572095363887685
bernie,0.9572095363887685
13,0.9572095363887685
gets,0.9572095363887685
project,0.9572095363887685
camp,0.9572095363887685
civil,0.9572095363887685
civil war </s> </s> </s>,0.9572095363887685
war </s> </s> </s> </s>,0.9572095363887685
delayed,0.9572095363887685
opposition,0.9572095363887685
confederate,0.9572095363887685
battle,0.9572095363887685
building,0.9572095363887685
shes,0.9572095363887685
wisconsin,0.9572095363887685
is one of the highest,0.9572095363887685
sold,0.9572095363887685
gotten,0.9572095363887685
worse,0.9572095363887685
efforts,0.9572095363887685
cities </s> </s> </s> </s>,0.9572095363887685
though,0.9572095363887685
issue </s> </s> </s> </s>,0.9572095363887685
offshore,0.9572095363887685
37,0.9572095363887685
roughly,0.9572095363887685
the history of the united,0.9572095363887685
history of the united states,0.9572095363887685
27,0.9572095363887685
presidents combined </s> </s> </s>,0.9572095363887685
al,0.9572095363887685
felony,0.9572095363887685
hired,0.9572095363887685
convicted,0.9572095363887685
balance,0.9572095363887685
need </s> </s> </s> </s>,0.9572095363887685
measures,0.9572095363887685
stores,0.9572095363887685
obamacare </s> </s> </s> </s>,0.9572095363887685
press,0.9572095363887685
<s> <s> <s> the most,0.9572095363887685
<s> <s> <s> there have,0.9572095363887685
plant,0.9572095363887685
may,0.9572095363887685
shootings,0.9572095363887685
a federal crime </s> </s>,0.9572095363887685
federal crime </s> </s> </s>,0.9572095363887685
crime </s> </s> </s> </s>,0.9572095363887685
miami,0.9572095363887685
earmarks,0.9572095363887685
for obamacare </s> </s> </s>,0.9572095363887685
legislature,0.9572095363887685
borrow,0.9572095363887685
campaign </s> </s> </s> </s>,0.9572095363887685
<s> <s> <s> this is,0.9572095363887685
constitutional,0.9572095363887685
am,0.9572095363887685
<s> <s> weve got a,0.9572095363887685
drug,0.9572095363887685
asking,0.9572095363887685
intended,0.9572095363887685
park,0.9572095363887685
sexual,0.9572095363887685
<s> <s> says president obama,0.9572095363887685
<s> says president obama has,0.9572095363887685
abortion </s> </s> </s> </s>,0.9572095363887685
aids,0.9572095363887685
<s> <s> <s> <s> state,0.9572095363887685
this year </s> </s> </s>,0.9572095363887685
introduced,0.9572095363887685
girls,0.9572095363887685
plan </s> </s> </s> </s>,0.9572095363887685
completely,0.9572095363887685
region,0.9572095363887685
reid,0.9572095363887685
allowed,0.9572095363887685
fails,0.9572095363887685
charge,0.9572095363887685
exchange,0.9572095363887685
resulted,0.9572095363887685
theres,0.9572095363887685
in the country </s> </s>,0.9572095363887685
racked,0.9572095363887685
59,0.9572095363887685
districts,0.9572095363887685
in libya </s> </s> </s>,0.9572095363887685
libya </s> </s> </s> </s>,0.9572095363887685
in florida </s> </s> </s>,0.9572095363887685
florida </s> </s> </s> </s>,0.9572095363887685
<s> <s> <s> says she,0.9572095363887685
positions,0.9572095363887685
for the first time ever,0.9572095363887685
campaigns </s> </s> </s> </s>,0.9572095363887685
critical,0.9572095363887685
a year </s> </s> </s>,0.9572095363887685
grocery,0.9572095363887685
pork,0.9572095363887685
<s> <s> <s> mitt romneys,0.9572095363887685
the law </s> </s> </s>,0.9572095363887685
increase </s> </s> </s> </s>,0.9572095363887685
stood,0.9572095363887685
flying,0.9572095363887685
kendrick,0.9572095363887685
meek,0.9572095363887685
dead,0.9572095363887685
<s> <s> <s> <s> wisconsin,0.9572095363887685
rise,0.9572095363887685
funded,0.9572095363887685
needs,0.9572095363887685
politics,0.9572095363887685
<s> <s> <s> <s> wisconsins,0.9572095363887685
unions,0.9572095363887685
financing,0.9572095363887685
embryonic,0.9572095363887685
stem,0.9572095363887685
dane,0.9572095363887685
requests,0.9572095363887685
death,0.9572095363887685
yes,0.9572095363887685
again,0.9572095363887685
language,0.9572095363887685
transportation,0.9572095363887685
<s> <s> <s> <s> our,0.9572095363887685
executive,0.9572095363887685
in wisconsin </s> </s> </s>,0.9572095363887685
wisconsin </s> </s> </s> </s>,0.9572095363887685
billion </s> </s> </s> </s>,0.9572095363887685
1980,0.9572095363887685
triple,0.9572095363887685
newark,0.9572095363887685
competitive,0.9572095363887685
session,0.9572095363887685
whole,0.9572095363887685
capita,0.9572095363887685
<s> <s> <s> in 2010,0.9572095363887685
<s> <s> says in the,0.9572095363887685
<s> says in the last,0.9572095363887685
couple,0.9572095363887685
colleges,0.9572095363887685
haiti,0.9572095363887685
under,0.9572095363887683
barack,0.9572095363887683
plan,0.9572095363887683
all,0.9521201136669064
our,0.9507132602127013
that,0.9501043751480871
world,0.9485671353480334
with,0.948567135348033
unemployment,0.9463805519148121
republican,0.9463805519148121
are,0.9452245763593512
be,0.9436661774622825
some,0.9430307032400569
made,0.9430307032400569
half,0.9430307032400569
per,0.9430307032400569
fund,0.9430307032400569
education,0.9430307032400569
his,0.9399961774420188
women,0.9399961774420188
right,0.9399961774420188
texas,0.939604349994021
80,0.937281447908942
<s> <s> <s> <s> in,0.937281447908942
4,0.937281447908942
sector,0.937281447908942
candidate,0.937281447908942
take,0.937281447908942
united states </s> </s> </s>,0.937281447908942
got,0.937281447908942
<s> <s> <s> says the,0.9336726004725588
administration,0.9336726004725588
health,0.9336726004725588
000,0.9333477140705808
today,0.9325522890575653
said,0.9313149295875758
taxes,0.9293439382622393
change,0.9284482852945115
didnt,0.9284482852945115
country </s> </s> </s> </s>,0.9284482852945115
jobs,0.9280992015832766
third,0.9252782895028977
<s> <s> <s> <s> hillary,0.9252782895028977
cost,0.9252782895028977
12,0.9252782895028977
governor </s> </s> </s> </s>,0.9252782895028977
rick,0.9252782895028977
work,0.9252782895028977
control,0.9252782895028977
teachers,0.9252782895028977
called,0.9252782895028977
between,0.9252782895028977
2010,0.9252782895028977
republicans,0.9252782895028977
before,0.9252782895028977
these,0.9252782895028977
her,0.9252782895028977
5,0.9252782895028976
federal,0.9252782895028976
into,0.9248927151743281
u,0.9248927151743281
percent,0.9224312826015684
one,0.9223203734994405
reform,0.9203743205157435
costs,0.9203743205157435
act,0.9203743205157435
rep,0.9203743205157435
25,0.9203743205157435
five,0.9203743205157435
court,0.9203743205157435
here,0.9203743205157435
without,0.9203743205157435
major,0.9203743205157435
its,0.9199719371887755
against,0.9178273746936283
<s> <s> <s> <s> there,0.9178273746936283
national,0.9127807076837537
times,0.9127807076837537
1,0.9127807076837537
states </s> </s> </s> </s>,0.9127807076837537
those,0.9127807076837537
does,0.9127807076837537
million,0.9081474039728084
private,0.9064001707370057
political,0.9063996909736961
<s> <s> <s> <s> when,0.9063996909736961
good,0.9063996909736961
supreme,0.9063996909736961
which,0.9063996909736961
through,0.9063996909736961
say,0.9063996909736961
foreign,0.9063996909736961
energy,0.9063996909736961
want,0.9063996909736961
out,0.9023094957706601
get,0.8898336971829695
term </s> </s> </s> </s>,0.8869253447386173
10,0.8869253447386173
share,0.8869253447386173
<s> <s> <s> for the,0.8869253447386173
growth,0.8869253447386173
opposed,0.8869253447386173
spending,0.8869253447386173
water,0.8869253447386173
partial,0.8869253447386173
inflation,0.8869253447386173
best,0.8869253447386173
history </s> </s> </s> </s>,0.8869253447386173
cutting,0.8869253447386173
<s> <s> <s> says scott,0.8869253447386173
planned,0.8869253447386173
paul,0.8869253447386173
mark,0.8869253447386173
size,0.8869253447386173
nuclear,0.8869253447386173
permanent,0.8869253447386173
trillion,0.8869253447386173
african,0.8869253447386173
36,0.8869253447386173
reduction,0.8869253447386173
2005,0.8869253447386173
800,0.8869253447386173
georgia,0.8869253447386173
capital,0.8869253447386173
<s> <s> <s> <s> at,0.8869253447386173
can,0.8869253447386173
savings,0.8869253447386173
point,0.8869253447386173
week,0.8869253447386173
chris,0.8869253447386173
crime,0.8869253447386173
reagan,0.8869253447386173
student,0.8869253447386173
countrys,0.8869253447386173
years </s> </s> </s> </s>,0.8869253447386173
senator,0.8869253447386173
longer,0.8869253447386173
name,0.8869253447386173
creating,0.8869253447386173
47,0.8869253447386173
shut,0.8869253447386173
speaker,0.8869253447386173
revenue,0.8869253447386173
donald,0.8869253447386173
general,0.8869253447386173
<s> <s> <s> <s> while,0.8869253447386173
rest,0.8869253447386173
better,0.8869253447386173
else,0.8869253447386173
state </s> </s> </s> </s>,0.8869253447386173
<s> <s> <s> <s> over,0.8869253447386173
anything,0.8869253447386173
receive,0.8869253447386173
many,0.8869253447386173
wages,0.8869253447386173
taking,0.8869253447386173
tom,0.8869253447386173
member,0.8869253447386173
21,0.8869253447386173
need,0.8869253447386173
900,0.8869253447386173
2012 </s> </s> </s> </s>,0.8869253447386173
supported,0.8869253447386173
<s> <s> <s> <s> obama,0.8869253447386173
90,0.8869253447386173
violence,0.8869253447386173
<s> <s> <s> <s> nearly,0.8869253447386173
150,0.8869253447386173
400,0.8869253447386173
companies,0.8869253447386173
down </s> </s> </s> </s>,0.8869253447386173
policy,0.8869253447386173
14,0.8869253447386173
below,0.8869253447386173
issue,0.8869253447386173
known,0.8869253447386173
<s> <s> <s> <s> weve,0.8869253447386173
few,0.8869253447386173
alone,0.8869253447386173
will,0.8771134997263718
worked,0.8771134997263716
health care </s> </s> </s>,0.8771134997263716
very,0.8771134997263716
<s> <s> <s> if you,0.8771134997263716
come,0.8771134997263716
members,0.8771134997263716
defense,0.8771134997263716
david,0.8771134997263716
use,0.8771134997263716
man,0.8771134997263716
