Feature,Mutual Information
disaster </s> </s> </s> </s>,2.6027004801270066
provide,2.6027004801270066
<s> <s> <s> <s> obamacare,2.6027004801270066
<s> <s> <s> obamacare will,2.6027004801270066
<s> <s> obamacare will provide,2.6027004801270066
<s> obamacare will provide insurance,2.6027004801270066
obamacare will provide insurance to,2.6027004801270066
will provide insurance to all,2.6027004801270066
provide insurance to all non,2.6027004801270066
insurance to all non u,2.6027004801270066
to all non u s,2.6027004801270066
all non u s residents,2.6027004801270066
non u s residents even,2.6027004801270066
u s residents even if,2.6027004801270066
s residents even if they,2.6027004801270066
residents even if they are,2.6027004801270066
even if they are here,2.6027004801270066
if they are here illegally,2.6027004801270066
they are here illegally </s>,2.6027004801270066
are here illegally </s> </s>,2.6027004801270066
here illegally </s> </s> </s>,2.6027004801270066
exactly,2.6027004801270066
none,2.6027004801270066
commissions,2.6027004801270066
ideas,2.6027004801270066
<s> president barack obama took,2.6027004801270066
president barack obama took exactly,2.6027004801270066
barack obama took exactly none,2.6027004801270066
obama took exactly none of,2.6027004801270066
took exactly none of his,2.6027004801270066
exactly none of his own,2.6027004801270066
none of his own deficit,2.6027004801270066
of his own deficit reduction,2.6027004801270066
his own deficit reduction commissions,2.6027004801270066
own deficit reduction commissions ideas,2.6027004801270066
deficit reduction commissions ideas not,2.6027004801270066
reduction commissions ideas not one,2.6027004801270066
commissions ideas not one </s>,2.6027004801270066
ideas not one </s> </s>,2.6027004801270066
not one </s> </s> </s>,2.6027004801270066
one </s> </s> </s> </s>,2.6027004801270066
rules,2.6027004801270066
engagement,2.6027004801270066
capt,2.6027004801270066
humayun,2.6027004801270066
khans,2.6027004801270066
life,2.6027004801270066
<s> <s> <s> it was,2.6027004801270066
<s> <s> it was under,2.6027004801270066
<s> it was under barack,2.6027004801270066
it was under barack obama,2.6027004801270066
was under barack obama and,2.6027004801270066
under barack obama and hillary,2.6027004801270066
barack obama and hillary clinton,2.6027004801270066
obama and hillary clinton that,2.6027004801270066
and hillary clinton that changed,2.6027004801270066
hillary clinton that changed the,2.6027004801270066
clinton that changed the rules,2.6027004801270066
that changed the rules of,2.6027004801270066
changed the rules of engagement,2.6027004801270066
the rules of engagement that,2.6027004801270066
rules of engagement that probably,2.6027004801270066
of engagement that probably cost,2.6027004801270066
engagement that probably cost capt,2.6027004801270066
that probably cost capt humayun,2.6027004801270066
probably cost capt humayun khans,2.6027004801270066
cost capt humayun khans life,2.6027004801270066
capt humayun khans life </s>,2.6027004801270066
humayun khans life </s> </s>,2.6027004801270066
khans life </s> </s> </s>,2.6027004801270066
life </s> </s> </s> </s>,2.6027004801270066
paperback,2.6027004801270066
edition,2.6027004801270066
book,2.6027004801270066
should,2.6027004801270066
model,2.6027004801270066
<s> <s> says the paperback,2.6027004801270066
<s> says the paperback edition,2.6027004801270066
says the paperback edition of,2.6027004801270066
the paperback edition of mitt,2.6027004801270066
paperback edition of mitt romneys,2.6027004801270066
edition of mitt romneys book,2.6027004801270066
of mitt romneys book deleted,2.6027004801270066
mitt romneys book deleted line,2.6027004801270066
romneys book deleted line that,2.6027004801270066
book deleted line that massachusetts,2.6027004801270066
deleted line that massachusetts individual,2.6027004801270066
line that massachusetts individual mandate,2.6027004801270066
that massachusetts individual mandate should,2.6027004801270066
massachusetts individual mandate should be,2.6027004801270066
individual mandate should be the,2.6027004801270066
mandate should be the model,2.6027004801270066
should be the model for,2.6027004801270066
be the model for the,2.6027004801270066
the model for the country,2.6027004801270066
model for the country </s>,2.6027004801270066
for the country </s> </s>,2.6027004801270066
hassan,2.6027004801270066
<s> <s> <s> <s> maggie,2.6027004801270066
<s> <s> <s> maggie hassan,2.6027004801270066
<s> <s> maggie hassan raised,2.6027004801270066
<s> maggie hassan raised tuition,2.6027004801270066
maggie hassan raised tuition making,2.6027004801270066
hassan raised tuition making it,2.6027004801270066
raised tuition making it the,2.6027004801270066
tuition making it the highest,2.6027004801270066
making it the highest in,2.6027004801270066
it the highest in america,2.6027004801270066
the highest in america </s>,2.6027004801270066
highest in america </s> </s>,2.6027004801270066
terry,2.6027004801270066
mcauliffe,2.6027004801270066
invented,2.6027004801270066
lincoln,2.6027004801270066
bedroom,2.6027004801270066
<s> <s> <s> says terry,2.6027004801270066
<s> <s> says terry mcauliffe,2.6027004801270066
<s> says terry mcauliffe is,2.6027004801270066
says terry mcauliffe is the,2.6027004801270066
terry mcauliffe is the person,2.6027004801270066
mcauliffe is the person who,2.6027004801270066
is the person who invented,2.6027004801270066
the person who invented the,2.6027004801270066
person who invented the scheme,2.6027004801270066
who invented the scheme to,2.6027004801270066
invented the scheme to rent,2.6027004801270066
the scheme to rent out,2.6027004801270066
scheme to rent out the,2.6027004801270066
to rent out the lincoln,2.6027004801270066
rent out the lincoln bedroom,2.6027004801270066
out the lincoln bedroom </s>,2.6027004801270066
the lincoln bedroom </s> </s>,2.6027004801270066
lincoln bedroom </s> </s> </s>,2.6027004801270066
bedroom </s> </s> </s> </s>,2.6027004801270066
towns,2.6027004801270066
west,2.6027004801270066
truck,2.6027004801270066
<s> <s> we have towns,2.6027004801270066
<s> we have towns in,2.6027004801270066
we have towns in west,2.6027004801270066
have towns in west texas,2.6027004801270066
towns in west texas that,2.6027004801270066
in west texas that are,2.6027004801270066
west texas that are out,2.6027004801270066
texas that are out of,2.6027004801270066
that are out of water,2.6027004801270066
are out of water that,2.6027004801270066
out of water that are,2.6027004801270066
of water that are having,2.6027004801270066
water that are having to,2.6027004801270066
that are having to truck,2.6027004801270066
are having to truck in,2.6027004801270066
having to truck in water,2.6027004801270066
to truck in water </s>,2.6027004801270066
truck in water </s> </s>,2.6027004801270066
in water </s> </s> </s>,2.6027004801270066
06,2.6027004801270066
couldnt,2.6027004801270066
environmental,2.6027004801270066
impact,2.6027004801270066
statements,2.6027004801270066
<s> <s> <s> they were,2.6027004801270066
<s> <s> they were going,2.6027004801270066
<s> they were going to,2.6027004801270066
they were going to build,2.6027004801270066
were going to build the,2.6027004801270066
going to build the wall,2.6027004801270066
to build the wall a,2.6027004801270066
build the wall a while,2.6027004801270066
the wall a while ago,2.6027004801270066
wall a while ago not,2.6027004801270066
a while ago not so,2.6027004801270066
while ago not so long,2.6027004801270066
ago not so long ago,2.6027004801270066
not so long ago like,2.6027004801270066
so long ago like in,2.6027004801270066
long ago like in 06,2.6027004801270066
ago like in 06 and,2.6027004801270066
like in 06 and they,2.6027004801270066
in 06 and they couldnt,2.6027004801270066
06 and they couldnt get,2.6027004801270066
and they couldnt get environmental,2.6027004801270066
they couldnt get environmental impact,2.6027004801270066
couldnt get environmental impact statements,2.6027004801270066
get environmental impact statements </s>,2.6027004801270066
environmental impact statements </s> </s>,2.6027004801270066
impact statements </s> </s> </s>,2.6027004801270066
statements </s> </s> </s> </s>,2.6027004801270066
announced,2.6027004801270066
choosing,2.6027004801270066
cabinet,2.6027004801270066
<s> <s> sen obama s,2.6027004801270066
<s> sen obama s campaign,2.6027004801270066
sen obama s campaign announced,2.6027004801270066
obama s campaign announced that,2.6027004801270066
s campaign announced that he,2.6027004801270066
campaign announced that he s,2.6027004801270066
announced that he s choosing,2.6027004801270066
that he s choosing his,2.6027004801270066
he s choosing his cabinet,2.6027004801270066
s choosing his cabinet </s>,2.6027004801270066
choosing his cabinet </s> </s>,2.6027004801270066
his cabinet </s> </s> </s>,2.6027004801270066
cabinet </s> </s> </s> </s>,2.6027004801270066
offer,2.6027004801270066
pe,2.6027004801270066
<s> <s> <s> <s> only,2.6027004801270066
<s> <s> <s> only 2,2.6027004801270066
<s> <s> only 2 percent,2.6027004801270066
<s> only 2 percent of,2.6027004801270066
only 2 percent of public,2.6027004801270066
2 percent of public high,2.6027004801270066
percent of public high schools,2.6027004801270066
of public high schools in,2.6027004801270066
public high schools in the,2.6027004801270066
high schools in the country,2.6027004801270066
schools in the country offer,2.6027004801270066
in the country offer pe,2.6027004801270066
the country offer pe classes,2.6027004801270066
country offer pe classes </s>,2.6027004801270066
offer pe classes </s> </s>,2.6027004801270066
pe classes </s> </s> </s>,2.6027004801270066
classes </s> </s> </s> </s>,2.6027004801270066
<s> <s> <s> under mayor,2.6027004801270066
<s> <s> under mayor cicilline,2.6027004801270066
<s> under mayor cicilline providence,2.6027004801270066
under mayor cicilline providence was,2.6027004801270066
mayor cicilline providence was a,2.6027004801270066
cicilline providence was a sanctuary,2.6027004801270066
providence was a sanctuary city,2.6027004801270066
was a sanctuary city </s>,2.6027004801270066
a sanctuary city </s> </s>,2.6027004801270066
sanctuary city </s> </s> </s>,2.6027004801270066
transgender,2.6027004801270066
individuals,2.6027004801270066
murdered,2.6027004801270066
<s> <s> <s> <s> transgender,2.6027004801270066
<s> <s> <s> transgender individuals,2.6027004801270066
<s> <s> transgender individuals in,2.6027004801270066
<s> transgender individuals in the,2.6027004801270066
transgender individuals in the u,2.6027004801270066
individuals in the u s,2.6027004801270066
in the u s have,2.6027004801270066
the u s have a,2.6027004801270066
u s have a 1,2.6027004801270066
s have a 1 in,2.6027004801270066
have a 1 in 12,2.6027004801270066
a 1 in 12 chance,2.6027004801270066
1 in 12 chance of,2.6027004801270066
in 12 chance of being,2.6027004801270066
12 chance of being murdered,2.6027004801270066
chance of being murdered </s>,2.6027004801270066
of being murdered </s> </s>,2.6027004801270066
being murdered </s> </s> </s>,2.6027004801270066
murdered </s> </s> </s> </s>,2.6027004801270066
rushed,2.6027004801270066
dayton,2.6027004801270066
chatter,2.6027004801270066
posts,2.6027004801270066
<s> <s> says the man,2.6027004801270066
<s> says the man who,2.6027004801270066
says the man who rushed,2.6027004801270066
the man who rushed the,2.6027004801270066
man who rushed the stage,2.6027004801270066
who rushed the stage at,2.6027004801270066
rushed the stage at him,2.6027004801270066
the stage at him in,2.6027004801270066
stage at him in dayton,2.6027004801270066
at him in dayton ohio,2.6027004801270066
him in dayton ohio had,2.6027004801270066
in dayton ohio had chatter,2.6027004801270066
dayton ohio had chatter about,2.6027004801270066
ohio had chatter about isis,2.6027004801270066
had chatter about isis or,2.6027004801270066
chatter about isis or with,2.6027004801270066
about isis or with isis,2.6027004801270066
isis or with isis in,2.6027004801270066
or with isis in his,2.6027004801270066
with isis in his social,2.6027004801270066
isis in his social media,2.6027004801270066
in his social media posts,2.6027004801270066
his social media posts </s>,2.6027004801270066
social media posts </s> </s>,2.6027004801270066
media posts </s> </s> </s>,2.6027004801270066
posts </s> </s> </s> </s>,2.6027004801270066
phil,2.6027004801270066
gingrey,2.6027004801270066
electronically,2.6027004801270066
spy,2.6027004801270066
<s> u s rep phil,2.6027004801270066
u s rep phil gingrey,2.6027004801270066
s rep phil gingrey gave,2.6027004801270066
rep phil gingrey gave the,2.6027004801270066
phil gingrey gave the government,2.6027004801270066
gingrey gave the government the,2.6027004801270066
gave the government the power,2.6027004801270066
the government the power to,2.6027004801270066
government the power to electronically,2.6027004801270066
the power to electronically spy,2.6027004801270066
power to electronically spy on,2.6027004801270066
to electronically spy on americans,2.6027004801270066
electronically spy on americans without,2.6027004801270066
spy on americans without a,2.6027004801270066
on americans without a warrant,2.6027004801270066
americans without a warrant </s>,2.6027004801270066
without a warrant </s> </s>,2.6027004801270066
a warrant </s> </s> </s>,2.6027004801270066
warrant </s> </s> </s> </s>,2.6027004801270066
alex,2.6027004801270066
sink,2.6027004801270066
funneled,2.6027004801270066
quarters,2.6027004801270066
bid,2.6027004801270066
<s> <s> <s> <s> alex,2.6027004801270066
<s> <s> <s> alex sink,2.6027004801270066
<s> <s> alex sink funneled,2.6027004801270066
<s> alex sink funneled three,2.6027004801270066
alex sink funneled three quarters,2.6027004801270066
sink funneled three quarters of,2.6027004801270066
funneled three quarters of a,2.6027004801270066
three quarters of a million,2.6027004801270066
quarters of a million dollars,2.6027004801270066
of a million dollars in,2.6027004801270066
a million dollars in no,2.6027004801270066
million dollars in no bid,2.6027004801270066
dollars in no bid contracts,2.6027004801270066
in no bid contracts to,2.6027004801270066
no bid contracts to bank,2.6027004801270066
bid contracts to bank of,2.6027004801270066
contracts to bank of america,2.6027004801270066
to bank of america </s>,2.6027004801270066
bank of america </s> </s>,2.6027004801270066
of america </s> </s> </s>,2.6027004801270066
values,2.6027004801270066
collapsed,2.6027004801270066
<s> <s> <s> under obama,2.6027004801270066
<s> <s> under obama home,2.6027004801270066
<s> under obama home values,2.6027004801270066
under obama home values in,2.6027004801270066
obama home values in florida,2.6027004801270066
home values in florida collapsed,2.6027004801270066
values in florida collapsed construction,2.6027004801270066
in florida collapsed construction jobs,2.6027004801270066
florida collapsed construction jobs were,2.6027004801270066
collapsed construction jobs were lost,2.6027004801270066
construction jobs were lost and,2.6027004801270066
jobs were lost and the,2.6027004801270066
were lost and the state,2.6027004801270066
lost and the state had,2.6027004801270066
and the state had a,2.6027004801270066
the state had a high,2.6027004801270066
state had a high foreclosure,2.6027004801270066
had a high foreclosure rate,2.6027004801270066
a high foreclosure rate </s>,2.6027004801270066
high foreclosure rate </s> </s>,2.6027004801270066
