Sentiment,Word
positive,advanced
positive,advantage
positive,advantage
positive,advantageous
positive,advantages
positive,advantages
positive,adventure
positive,adventure
positive,adventuresome
positive,adventurism
positive,adventurous
negative,adversarial
negative,adversary
negative,adverse
negative,adversity
positive,advice
positive,advice
positive,advisable
positive,advocate
positive,advocacy
positive,affable
positive,affability
positive,affably
neutral,affect
negative,affectation
neutral,affected
positive,affection
positive,affection
positive,affectionate
positive,affinity
positive,affirm
positive,affirmation
positive,affirmation
positive,affirmative
negative,afflict
negative,affliction
negative,afflictive
positive,affluent
positive,affluence
positive,afford
positive,affordable
negative,affront
negative,affront
positive,afloat
negative,afraid
negative,against
negative,aggravate
negative,aggravating
negative,aggravation
negative,aggression
negative,aggression
negative,aggressive
negative,aggressiveness
negative,aggressor
negative,aggrieve
negative,aggrieved
negative,aghast
positive,agile
positive,agilely
positive,agility
negative,agitate
negative,agitated
negative,agitation
negative,agitator
negative,agonies
negative,agonize
negative,agonizing
negative,agonizing
negative,agonizingly
negative,agony
positive,agree
positive,agreeability
positive,agreeable
positive,agreeable
positive,agreeableness
positive,agreeably
positive,agreement
positive,agreement
neutral,aha
negative,ail
negative,ail
negative,ailment
negative,aimless
neutral,air
negative,airs
negative,airs
negative,alarm
negative,alarm
negative,alarmed
negative,alarming
negative,alarmingly
negative,alas
neutral,alert
negative,alienate
negative,alienated
negative,alienation
neutral,all-time
neutral,all-time
positive,allay
negative,allegation
negative,allegations
negative,allege
negative,allegations
neutral,allegorize
negative,allergic
positive,alleviate
neutral,alliance
neutral,alliances
neutral,alliances
positive,allow
positive,allowable
positive,allure
positive,allure
positive,alluring
positive,alluringly
neutral,allusion
neutral,allusion
neutral,allusions
positive,ally
positive,almighty
negative,aloof
negative,altercation
negative,although
neutral,altogether
positive,altruist
positive,altruistic
positive,altruistically
positive,amaze
positive,amazed
positive,amazement
positive,amazing
positive,amazing
positive,amazingly
negative,ambiguous
negative,ambiguity
positive,ambitious
positive,ambitious
positive,ambitiously
negative,ambivalence
negative,ambivalent
negative,ambivalent
negative,ambush
negative,ambush
positive,ameliorate
positive,amenable
positive,amenity
positive,amiability
positive,amiabily
positive,amiable
positive,amicability
positive,amicable
positive,amicably
negative,amiss
positive,amity
positive,amity
positive,amnesty
positive,amour
positive,ample
positive,amply
neutral,amplify
negative,amputate
positive,amuse
positive,amusement
positive,amusement
positive,amusing
positive,amusing
positive,amusingly
neutral,analytical
negative,anarchism
negative,anarchist
negative,anarchistic
negative,anarchy
negative,anemic
positive,angel
positive,angelic
negative,anger
negative,anger
negative,anger
negative,angrily
negative,angriness
negative,angry
negative,anguish
negative,anguish
negative,annihilate
negative,annihilation
positive,animated
negative,animosity
negative,annoy
negative,annoyance
negative,annoyed
negative,annoying
negative,annoying
negative,annoyingly
negative,anomalous
negative,anomaly
negative,antagonism
negative,antagonist
negative,antagonistic
negative,antagonize
negative,anti-
negative,anti-American
negative,anti-American
negative,anti-Israeli
negative,anti-Israeli
negative,anti-Semites
negative,anti-Semites
negative,anti-US
negative,anti-US
negative,anti-occupation
negative,anti-occupation
negative,anti-proliferation
negative,anti-proliferation
negative,anti-social
negative,anti-white
negative,anti-white
negative,antipathy
negative,antiquated
negative,antithetical
negative,antithetical
negative,anxieties
negative,anxiety
negative,anxious
negative,anxiously
negative,anxiousness
neutral,anyhow
neutral,anyway
neutral,anyways
negative,apathetic
negative,apathetic
negative,apathetically
negative,apathy
negative,ape
negative,apocalypse
negative,apocalyptic
negative,apologist
negative,apologist
negative,apologists
negative,apologists
positive,apostle
positive,apostle
positive,apotheosis
positive,apotheosis
negative,appal
negative,appall
negative,appall
negative,appall
negative,appalled
negative,appalling
negative,appallingly
neutral,apparent
neutral,apparently
positive,appeal
positive,appeal
positive,appeal
positive,appealing
neutral,appear
neutral,appearance
neutral,appearance
positive,appease
positive,applaud
positive,appreciable
positive,appreciate
positive,appreciation
positive,appreciation
positive,appreciative
positive,appreciatively
positive,appreciativeness
neutral,apprehend
negative,apprehension
negative,apprehensions
negative,apprehensions
negative,apprehensive
negative,apprehensive
negative,apprehensively
positive,appropriate
positive,approval
positive,approve
positive,apt
positive,aptly
positive,aptitude
negative,arbitrary
negative,arcane
negative,archaic
positive,ardent
positive,ardently
positive,ardor
negative,arduous
negative,arduously
positive,aristocratic
negative,argue
negative,argument
negative,argument
negative,argumentative
negative,arguments
negative,arguments
positive,arousal
positive,arouse
positive,arousing
positive,arresting
negative,arrogance
negative,arrogant
negative,arrogant
negative,arrogantly
negative,arrogantly
positive,articulate
negative,artificial
positive,ascendant
positive,ascendant
positive,ascertainable
positive,ascertainable
negative,ashamed
negative,asinine
negative,asininely
negative,asinininity
negative,askance
negative,asperse
negative,aspersion
negative,aspersions
positive,aspiration
positive,aspirations
positive,aspirations
positive,aspire
negative,assail
negative,assassinate
negative,assassin
negative,assault
negative,assault
positive,assent
positive,assertions
positive,assertions
positive,assertive
neutral,assess
neutral,assessment
neutral,assessment
neutral,assessments
neutral,assessments
positive,asset
positive,assiduous
positive,assiduously
positive,assuage
neutral,assumption
neutral,assumption
positive,assurance
positive,assurance
positive,assurances
positive,assurances
positive,assure
positive,assuredly
positive,astonish
positive,astonished
positive,astonishing
positive,astonishing
positive,astonishingly
positive,astonishment
positive,astound
positive,astounded
positive,astounding
positive,astounding
positive,astounding
positive,astoundingly
negative,astray
neutral,astronomic
neutral,astronomical
neutral,astronomically
positive,astute
positive,astutely
negative,asunder
positive,asylum
positive,asylum
negative,atrocious
negative,atrocities
negative,atrocity
negative,atrophy
negative,attack
negative,attack
positive,attain
positive,attainable
positive,attentive
positive,attest
neutral,attitude
neutral,attitude
neutral,attitudes
neutral,attitudes
positive,attraction
positive,attraction
positive,attractive
positive,attractive
positive,attractively
positive,attune
negative,audacious
negative,audaciously
negative,audaciousness
negative,audacity
positive,auspicious
negative,austere
positive,authentic
negative,authoritarian
positive,authoritative
negative,autocrat
negative,autocratic
positive,award
positive,award
neutral,awareness
neutral,aware
negative,autocratic
negative,autocratic
positive,autonomous
negative,avalanche
negative,avalanche
negative,avarice
negative,avaricious
negative,avariciously
negative,avenge
positive,aver
negative,averse
negative,aversion
positive,avid
positive,avidly
negative,avoid
negative,avoidance
positive,awe
positive,awe
positive,awed
positive,awesome
positive,awesome
positive,awesomely
positive,awesomeness
positive,awestruck
negative,awful
negative,awful
negative,awfully
negative,awfulness
negative,awfulness
negative,awkward
negative,awkwardness
negative,ax
negative,babble
neutral,baby
neutral,baby
positive,back
negative,backbite
negative,backbiting
positive,backbone
negative,backward
negative,backwardness
negative,bad
negative,badly
negative,baffle
negative,baffled
negative,bafflement
negative,baffling
negative,bait
positive,balanced
negative,balk
negative,banal
negative,banal
negative,banalize
negative,bane
negative,banish
negative,banish
negative,banishment
negative,bankrupt
negative,bankrupt
negative,bar
negative,barbarian
negative,barbarian
negative,barbaric
negative,barbarically
negative,barbarity
negative,barbarity
negative,barbarous
negative,barbarous
negative,barbarously
negative,barely
positive,bargain
positive,bargain
negative,barren
negative,baseless
negative,bashful
positive,basic
neutral,basically
positive,bask
negative,bastard
negative,bastard
neutral,batons
neutral,batons
negative,battered
negative,battering
negative,battering
negative,battle
negative,battle-lines
negative,battle-lines
negative,battlefield
negative,battleground
negative,battleground
negative,batty
positive,beacon
negative,bearish
negative,beast
negative,beast
negative,beastly
positive,beatify
positive,beauteous
positive,beautiful
positive,beautiful
positive,beautifully
positive,beautify
positive,beauty
negative,bedlam
negative,bedlamite
positive,befit
positive,befitting
negative,befoul
positive,befriend
negative,beg
negative,beggar
negative,beggarly
negative,begging
negative,begging
negative,beguile
negative,belated
negative,belabor
negative,beleaguer
negative,belie
neutral,belief
neutral,belief
neutral,beliefs
neutral,beliefs
positive,believable
neutral,believe
negative,belittle
negative,belittled
negative,belittling
negative,bellicose
negative,bellicose
negative,belligerence
negative,belligerent
negative,belligerent
negative,belligerently
positive,beloved
negative,bemoan
negative,bemoaning
negative,bemused
positive,benefactor
positive,beneficial
positive,beneficent
positive,beneficial
positive,beneficially
positive,beneficiary
positive,beneficiary
positive,benefit
positive,benefit
positive,benefits
positive,benefits
positive,benevolence
positive,benevolent
positive,benign
negative,bent
negative,berate
negative,bereave
negative,bereavement
negative,bereft
negative,berserk
negative,beseech
negative,beset
neutral,besides
negative,besiege
negative,besmirch
positive,best
positive,best-known
positive,best-performing
positive,best-selling
negative,bestial
negative,betray
negative,betrayal
negative,betrayals
negative,betrayer
positive,better
positive,better
positive,better-known
positive,better-than-expected
negative,bewail
negative,beware
negative,bewilder
negative,bewildered
negative,bewildering
negative,bewildering
negative,bewilderingly
negative,bewilderment
negative,bewitch
negative,bias
negative,bias
negative,bias
negative,biased
negative,biased
negative,biases
negative,biases
negative,bicker
negative,bickering
negative,bid-rigging
neutral,big
negative,bitch
negative,bitchy
negative,biting
negative,bitingly
negative,bitter
negative,bitterly
negative,bitterness
negative,bizarre
negative,blab
negative,blabber
negative,black
negative,blackmail
negative,blah
negative,blame
negative,blame
negative,blame
positive,blameless
negative,blameworthy
negative,bland
negative,blandish
negative,blaspheme
negative,blasphemous
negative,blasphemous
negative,blasphemy
negative,blast
negative,blasted
negative,blatant
negative,blatantly
negative,blather
negative,bleak
negative,bleakly
negative,bleakness
negative,bleed
negative,blemish
negative,blemish
positive,bless
positive,blessing
positive,blessing
negative,blind
negative,blinding
negative,blinding
negative,blindingly
negative,blindness
negative,blindside
positive,bliss
positive,blissful
positive,blissfully
negative,blister
negative,blistering
positive,blithe
negative,bloated
negative,block
negative,block
negative,blockhead
neutral,blood
negative,blood
negative,bloodshed
negative,bloodthirsty
negative,bloody
positive,bloom
positive,blossom
negative,blow
negative,blow
negative,blunder
negative,blunder
negative,blundering
negative,blunders
negative,blunt
negative,blur
negative,blurt
positive,boast
negative,boast
negative,boastful
negative,boggle
negative,bogus
negative,boil
negative,boiling
negative,boisterous
positive,bold
positive,boldly
positive,boldness
positive,bolster
negative,bombard
negative,bomb
negative,bombardment
negative,bombardment
negative,bombastic
negative,bondage
negative,bonkers
negative,bonkers
positive,bonny
positive,bonus
positive,boom
positive,booming
positive,boost
positive,boost
negative,bore
negative,boredom
negative,boring
negative,boring
negative,botch
negative,bother
negative,bother
negative,bothersome
positive,boundless
positive,bountiful
negative,bowdlerize
negative,boycott
negative,boycott
both,brag
both,brag
negative,braggart
negative,braggart
negative,bragger
negative,bragger
positive,brains
positive,brains
negative,brainwash
positive,brainy
negative,brash
negative,brashly
negative,brashness
negative,brat
negative,bravado
positive,brave
positive,brave
positive,bravery
positive,bravery
negative,brazen
negative,brazenly
negative,brazenly
negative,brazenness
negative,brazenness
negative,breach
negative,breach
negative,break
negative,break-point
negative,break-point
negative,breakdown
positive,breakthrough
positive,breakthrough
positive,breakthroughs
positive,breakthroughs
positive,breathlessness
positive,breathlessness
positive,breathtaking
positive,breathtakingly
positive,bright
positive,brighten
positive,brightness
positive,brilliance
positive,brilliant
positive,brilliant
positive,brilliantly
negative,brimstone
negative,brimstone
positive,brisk
negative,bristle
negative,brittle
positive,broad
neutral,broad-based
negative,broke
negative,broken-hearted
negative,brood
positive,brook
positive,brotherly
negative,browbeat
negative,bruise
negative,brusque
negative,brutal
negative,brutalising
negative,brutalising
negative,brutalities
negative,brutalities
negative,brutality
negative,brutalize
negative,brutalizing
negative,brutally
negative,brute
negative,brutish
negative,bug
negative,buckle
negative,bulky
positive,bull
positive,bull
negative,bullies
negative,bullies
positive,bullish
positive,bullish
negative,bully
negative,bully
negative,bullyingly
negative,bum
negative,bumpy
negative,bungle
negative,bungler
negative,bunk
positive,buoyant
negative,burden
negative,burden
negative,burdensome
negative,burdensome
negative,burdensomely
negative,burn
negative,busy
negative,busybody
negative,butcher
negative,butchery
negative,byzantine
negative,cackle
negative,cajole
negative,calamities
negative,calamitous
negative,calamitously
negative,calamity
negative,calamity
negative,callous
positive,calm
positive,calm
positive,calming
positive,calmness
negative,calumniate
negative,calumniation
negative,calumnies
negative,calumnious
negative,calumniously
negative,calumny
negative,cancer
negative,cancerous
positive,candid
positive,candor
negative,cannibal
negative,cannibalize
positive,capable
positive,capability
positive,capably
positive,capitalize
negative,capitulate
negative,capricious
negative,capriciously
negative,capriciousness
negative,capsize
positive,captivate
positive,captivating
positive,captivation
negative,captive
positive,care
positive,carefree
positive,careful
negative,careless
negative,carelessness
negative,caricature
negative,carnage
negative,carp
negative,cartoon
negative,cartoon
negative,cartoonish
negative,cash-strapped
negative,castigate
negative,casualty
negative,cataclysm
negative,cataclysmal
negative,cataclysmic
negative,cataclysmically
positive,catalyst
positive,catalyst
negative,catastrophe
negative,catastrophe
negative,catastrophes
negative,catastrophic
negative,catastrophic
negative,catastrophically
positive,catchy
negative,caustic
negative,caustically
negative,cautionary
negative,cautious
negative,cave
neutral,ceaseless
positive,celebrate
positive,celebrated
positive,celebration
positive,celebratory
positive,celebrity
negative,censure
negative,censure
negative,censure
neutral,central
neutral,certain
neutral,certainly
neutral,certified
negative,chafe
negative,chaff
negative,chagrin
negative,chagrin
negative,challenge
negative,challenge
negative,challenging
positive,champion
positive,champion
positive,champ
positive,champion
neutral,chant
neutral,chant
negative,chaos
negative,chaotic
negative,charisma
positive,charismatic
positive,charitable
positive,charitable
positive,charity
positive,charm
positive,charm
positive,charm
positive,charming
positive,charming
positive,charmingly
positive,chaste
negative,chasten
negative,chastise
negative,chastisement
negative,chatter
negative,chatterbox
negative,cheapen
negative,cheap
negative,cheat
negative,cheat
negative,cheater
positive,cheer
positive,cheer
positive,cheery
positive,cheerful
negative,cheerless
positive,cherish
positive,cherished
positive,cherub
positive,chic
negative,chide
negative,childish
negative,chill
negative,chilly
negative,chit
positive,chivalry
positive,chivalrous
negative,choppy
negative,choke
negative,chore
negative,chronic
positive,chum
positive,civility
positive,civilization
positive,civilize
positive,civilize
positive,civil
neutral,claim
negative,clamor
negative,clamorous
neutral,clandestine
positive,clarity
negative,clash
negative,clash
positive,classic
positive,clean
positive,cleanliness
positive,cleanse
positive,clear
positive,clear-cut
positive,clearer
positive,clearer
positive,clearly
positive,clever
negative,cliche
negative,cliched
negative,clique
negative,clog
negative,close
positive,closeness
positive,closeness
negative,cloud
positive,clout
positive,clout
negative,clumsy
positive,co-operation
positive,co-operation
negative,coarse
positive,coax
negative,cocky
positive,coddle
negative,coerce
negative,coercion
negative,coercive
positive,cogent
positive,cohesive
neutral,cogitate
neutral,cognizance
neutral,cognizance
neutral,cognizant
positive,cohere
positive,coherence
positive,coherence
positive,coherent
positive,cohesion
positive,cohesive
negative,cold
negative,coldly
negative,collapse
negative,collapse
negative,collide
negative,collude
negative,collusion
positive,colorful
positive,colossal
negative,combative
positive,comeback
positive,comeback
negative,comedy
negative,comedy
positive,comely
positive,comfort
positive,comfortable
positive,comfortable
positive,comfortably
positive,comforting
negative,comical
positive,commend
positive,commendable
positive,commendably
positive,commensurate
positive,commonsense
positive,commonsensible
positive,commonsensibly
positive,commonsensical
neutral,comment
neutral,comment
neutral,commentator
neutral,commentator
positive,commodious
negative,commiserate
positive,commitment
positive,commitment
negative,commonplace
negative,commotion
negative,commotion
positive,compact
positive,compassion
positive,compassionate
positive,compatible
positive,compatible
negative,compel
positive,compelling
positive,compelling
positive,compensate
positive,competent
positive,competence
positive,competency
positive,competitive
positive,competitive
positive,competitiveness
negative,complacent
negative,complacent
negative,complain
negative,complaining
negative,complaining
negative,complaint
negative,complaints
negative,complaints
positive,complement
positive,complement
neutral,complete
neutral,completely
negative,complex
positive,compliant
positive,compliant
negative,complicate
negative,complicated
negative,complication
negative,complicit
positive,compliment
positive,complimentary
neutral,comprehend
positive,comprehensive
positive,compromise
positive,compromise
positive,compromise
positive,compromises
positive,compromises
negative,compulsion
negative,compulsive
negative,compulsory
positive,comrades
positive,comrades
negative,concede
negative,conceit
negative,conceited
positive,conceivable
positive,conceivable
negative,concern
negative,concern
negative,concern
negative,concerned
neutral,concerning
neutral,concerning
negative,concerns
negative,concerns
neutral,concerted
negative,concession
negative,concession
negative,concessions
negative,concessions
positive,conciliate
positive,conciliatory
positive,conclusive
positive,concrete
positive,concur
negative,condescend
negative,condescending
negative,condescendingly
negative,condescension
negative,condemn
negative,condemn
negative,condemnable
negative,condemnation
negative,condolence
negative,condolences
negative,condolences
positive,condone
positive,conducive
positive,conducive
positive,confer
negative,confess
negative,confession
negative,confessions
negative,confessions
neutral,confide
positive,confidence
positive,confidence
positive,confident
negative,conflict
negative,conflict
negative,confound
negative,confound
negative,confounded
negative,confounding
negative,confront
negative,confrontation
negative,confrontation
negative,confrontational
negative,confuse
negative,confused
negative,confusing
negative,confusing
negative,confusion
negative,confusion
positive,confute
positive,congenial
negative,congested
negative,congestion
positive,congratulate
positive,congratulations
positive,congratulations
positive,congratulatory
neutral,conjecture
positive,conquer
neutral,conscience
positive,conscience
positive,conscientious
neutral,consciousness
neutral,consciousness
positive,consensus
positive,consent
neutral,consequently
neutral,consider
neutral,considerable
neutral,considerably
positive,considerate
neutral,consideration
neutral,consideration
positive,consistent
positive,console
negative,conspicuous
negative,conspicuous
negative,conspicuously
negative,conspiracies
negative,conspiracies
negative,conspiracy
negative,conspiracy
negative,conspirator
negative,conspirator
negative,conspiratorial
negative,conspire
positive,constancy
negative,consternation
neutral,constitutions
neutral,constitutions
negative,constrain
negative,constraint
positive,constructive
positive,constructive
positive,constructive
negative,consume
positive,consummate
negative,contagious
negative,contaminate
negative,contamination
neutral,contemplate
negative,contempt
negative,contemptible
negative,contemptuous
negative,contemptuously
negative,contend
positive,content
positive,content
negative,contention
positive,contentment
negative,contentious
negative,contentious
positive,continuity
neutral,continuous
negative,contort
negative,contortions
negative,contortions
negative,contradict
negative,contradiction
negative,contradictory
negative,contrariness
negative,contrary
negative,contravene
positive,contribution
positive,contribution
negative,contrive
negative,contrived
negative,controversial
negative,controversial
negative,controversy
negative,controversy
positive,convenient
positive,convenient
positive,conveniently
positive,conviction
positive,conviction
positive,convince
positive,convincing
positive,convincing
positive,convincingly
negative,convoluted
positive,cooperate
positive,cooperation
positive,cooperation
positive,cooperative
positive,cooperatively
negative,coping
negative,coping
positive,cordial
positive,cornerstone
positive,cornerstone
positive,correct
positive,correct
neutral,corrective
positive,correctly
negative,corrode
negative,corrosion
negative,corrosive
negative,corrupt
negative,corrupt
negative,corruption
positive,cost-effective
positive,cost-saving
negative,costly
neutral,could
negative,counterproductive
negative,coupists
negative,coupists
positive,courage
positive,courage
positive,courageous
positive,courageously
positive,courageousness
positive,court
positive,courteous
positive,courtesy
positive,courtly
positive,covenant
neutral,covert
both,covet
both,coveting
both,covetingly
negative,covetous
negative,covetous
both,covetously
negative,cow
negative,coward
negative,cowardly
positive,cozy
negative,crackdown
negative,crackdown
negative,crafty
negative,cramped
negative,cranky
negative,crass
positive,crave
negative,craven
negative,cravenly
positive,craving
negative,craze
negative,crazily
negative,craziness
negative,crazy
positive,creative
positive,credence
positive,credence
positive,credible
negative,credulous
negative,crime
negative,criminal
negative,cringe
negative,cripple
negative,crippling
negative,crisis
negative,crisis
positive,crisp
negative,critic
negative,critical
negative,criticism
negative,criticism
negative,criticisms
negative,criticisms
negative,criticize
negative,critics
negative,critics
negative,crook
negative,crooked
negative,cross
negative,crowded
negative,crude
negative,cruel
negative,cruelties
negative,cruelty
negative,crumble
negative,crumple
positive,crusade
positive,crusade
positive,crusader
negative,crush
negative,crushing
negative,cry
negative,culpable
negative,cuplrit
negative,cumbersome
positive,cure-all
positive,cure-all
positive,curious
positive,curiously
negative,curse
negative,curse
negative,cursed
negative,cursed
negative,curses
negative,cursory
negative,curt
negative,cuss
negative,cut
positive,cute
negative,cutthroat
negative,cynical
negative,cynicism
negative,damage
negative,damage
negative,damaging
negative,damn
negative,damn
negative,damn
negative,damnable
negative,damnably
negative,damnation
negative,damned
negative,damning
positive,dance
positive,dance
negative,danger
negative,danger
negative,dangerous
negative,dangerousness
negative,dangerousness
negative,dangle
positive,dare
positive,daring
positive,daringly
negative,dark
negative,darken
negative,darkness
positive,darling
negative,darn
negative,dash
positive,dashing
negative,dastard
negative,dastardly
negative,daunt
negative,daunting
negative,dauntingly
positive,dauntless
negative,dawdle
positive,dawn
positive,daydream
positive,daydreamer
negative,daze
negative,dazed
positive,dazzle
positive,dazzled
positive,dazzling
negative,dead
negative,deadbeat
negative,deadlock
negative,deadlock
negative,deadly
negative,deadweight
negative,deaf
positive,deal
positive,dear
negative,dearth
negative,death
negative,debacle
negative,debase
negative,debasement
negative,debaser
negative,debatable
negative,debate
negative,debauch
negative,debaucher
negative,debauchery
negative,debilitate
negative,debilitating
negative,debility
negative,decadence
negative,decadent
negative,decay
negative,decay
negative,decayed
negative,deceit
negative,deceitful
negative,deceitfully
negative,deceitfulness
negative,deceiving
negative,deceive
negative,deceiver
negative,deceivers
positive,decent
positive,decency
negative,deception
negative,deception
negative,deceptive
negative,deceptive
negative,deceptively
neutral,decide
positive,decisive
positive,decisiveness
positive,decisiveness
negative,declaim
negative,decline
negative,decline
negative,declining
negative,decrease
negative,decrease
negative,decreasing
negative,decrement
negative,decrepit
negative,decrepitude
negative,decry
positive,dedicated
neutral,deduce
neutral,deep
negative,deep
neutral,deeply
negative,deepening
negative,deepening
negative,defamation
negative,defamations
negative,defamatory
negative,defame
negative,defeat
negative,defeat
negative,defect
negative,defective
positive,defend
positive,defender
positive,defender
negative,defensive
positive,deference
positive,defense
negative,defiance
negative,defiance
negative,defiant
negative,defiantly
negative,deficiency
negative,deficient
negative,defile
negative,defiler
positive,definite
positive,definitely
positive,definitive
positive,definitive
positive,definitively
positive,deflationary
negative,deform
negative,deformed
negative,defrauding
negative,defrauding
positive,deft
negative,defunct
negative,defy
negative,degenerate
negative,degenerate
negative,degenerately
negative,degeneration
negative,degradation
negative,degrade
negative,degrading
negative,degradingly
negative,dehumanization
negative,dehumanize
negative,deign
negative,deject
negative,dejected
negative,dejectedly
negative,dejection
positive,delectable
positive,delicacy
positive,delicate
positive,delicious
positive,delight
positive,delight
positive,delighted
positive,delightful
positive,delightful
positive,delightfully
positive,delightfulness
negative,delinquency
negative,delinquent
negative,delirious
negative,delirium
negative,delude
negative,deluded
negative,deluge
negative,delusion
negative,delusion
negative,delusional
negative,delusional
negative,delusions
negative,delusions
both,demand
both,demand
both,demand
both,demands
both,demands
negative,demean
negative,demeaning
negative,demise
positive,democratic
negative,demolish
negative,demolisher
negative,demon
negative,demonic
negative,demonize
negative,demonize
negative,demoralize
negative,demoralizing
negative,demoralizingly
positive,demystify
negative,denial
negative,denigrate
negative,deny
negative,denounce
negative,denunciate
negative,denunciation
negative,denunciations
positive,dependable
neutral,dependent
neutral,dependent
negative,deplete
negative,deplorable
negative,deplorable
negative,deplorably
negative,deplore
negative,deploring
negative,deploringly
negative,deprave
negative,depraved
negative,depravedly
negative,deprecate
negative,depress
negative,depressed
negative,depressing
negative,depressing
negative,depressingly
negative,depression
negative,depression
negative,deprive
negative,deprived
negative,deride
negative,derision
negative,derisive
negative,derisively
negative,derisiveness
negative,derogatory
negative,desecrate
positive,deserve
positive,deserved
positive,deservedly
positive,deserving
negative,desert
negative,desertion
negative,desiccate
negative,desiccated
positive,desirable
positive,desire
positive,desire
positive,desire
positive,desirous
negative,desolate
negative,desolately
negative,desolation
negative,despair
negative,despair
negative,despairing
negative,despairingly
negative,desperate
negative,desperately
negative,desperation
negative,despicable
negative,despicably
negative,despise
negative,despised
negative,despised
negative,despite
negative,despoil
negative,despoiler
negative,despondence
negative,despondency
negative,despondent
negative,despondently
negative,despot
negative,despotic
negative,despotism
negative,despotism
negative,destabilisation
negative,destabilisation
positive,destine
positive,destined
positive,destinies
positive,destinies
positive,destiny
neutral,destiny
neutral,destiny
negative,destitute
negative,destitution
negative,destroy
negative,destroyer
negative,destroyer
negative,destruction
negative,destructive
negative,desultory
negative,deter
negative,deteriorate
negative,deteriorating
negative,deteriorating
negative,deterioration
positive,determination
positive,determination
negative,deterrent
negative,detest
negative,detestable
negative,detestably
negative,detract
negative,detraction
negative,detriment
negative,detrimental
negative,devastate
negative,devastated
negative,devastating
negative,devastatingly
negative,devastation
negative,deviate
negative,deviate
negative,deviate
negative,deviation
negative,devil
negative,devilish
negative,devilishly
negative,devilment
negative,devilry
negative,devious
negative,deviously
negative,deviousness
negative,devoid
positive,devote
positive,devoted
positive,devotee
positive,devotion
positive,devout
positive,dexterity
positive,dexterous
positive,dexterously
positive,dextrous
negative,diabolic
negative,diabolical
negative,diabolically
negative,diametrically
negative,diatribe
negative,diatribes
negative,dictator
negative,dictatorial
negative,differ
neutral,difference
neutral,difference
negative,difficult
negative,difficulties
negative,difficulties
negative,difficulty
negative,difficulty
negative,diffidence
negative,diffidence
negative,dig
positive,dig
positive,dignified
positive,dignify
positive,dignity
negative,digress
negative,dilapidated
negative,dilemma
negative,dilemma
positive,diligence
positive,diligent
positive,diligently
negative,dilly-dally
negative,dim
negative,dim
negative,diminish
negative,diminishing
negative,din
negative,dinky
neutral,diplomacy
neutral,diplomacy
positive,diplomatic
positive,diplomatic
negative,dire
neutral,direct
negative,direly
negative,direness
negative,dirt
negative,dirty
negative,dirty
negative,disable
negative,disabled
negative,disaccord
negative,disadvantage
negative,disadvantaged
negative,disadvantageous
negative,disadvantageous
negative,disaffect
negative,disaffected
negative,disaffirm
negative,disagree
negative,disagreeable
negative,disagreeably
negative,disagreement
negative,disagreement
